,Planet Name,Full Phase Curve Noise Estimate 1.95-2.015um,Full Phase Curve Noise Estimate 2.015-2.08um,Full Phase Curve Noise Estimate 2.08-2.145um,Full Phase Curve Noise Estimate 2.145-2.21um,Full Phase Curve Noise Estimate 2.21-2.275um,Full Phase Curve Noise Estimate 2.275-2.34um,Full Phase Curve Noise Estimate 2.34-2.405um,Full Phase Curve Noise Estimate 2.405-2.47um,Full Phase Curve Noise Estimate 2.47-2.535um,Full Phase Curve Noise Estimate 2.535-2.6um,Full Phase Curve Noise Estimate 2.6-2.665um,Full Phase Curve Noise Estimate 2.665-2.73um,Full Phase Curve Noise Estimate 2.73-2.795um,Full Phase Curve Noise Estimate 2.795-2.86um,Full Phase Curve Noise Estimate 2.86-2.925um,Full Phase Curve Noise Estimate 2.925-2.99um,Full Phase Curve Noise Estimate 2.99-3.055um,Full Phase Curve Noise Estimate 3.055-3.12um,Full Phase Curve Noise Estimate 3.12-3.185um,Full Phase Curve Noise Estimate 3.185-3.25um,Full Phase Curve Noise Estimate 3.25-3.315um,Full Phase Curve Noise Estimate 3.315-3.38um,Full Phase Curve Noise Estimate 3.38-3.445um,Full Phase Curve Noise Estimate 3.445-3.51um,Full Phase Curve Noise Estimate 3.51-3.575um,Full Phase Curve Noise Estimate 3.575-3.64um,Full Phase Curve Noise Estimate 3.64-3.705um,Full Phase Curve Noise Estimate 3.705-3.77um,Full Phase Curve Noise Estimate 3.77-3.835um,Full Phase Curve Noise Estimate 3.835-3.9um
89,HD191939c,3.6193078522683755e-06,3.7493377445333796e-06,3.8815474750166836e-06,4.015874766796098e-06,4.152263356093791e-06,4.290662120021529e-06,4.431024360470963e-06,4.573307211910408e-06,4.71747114828359e-06,4.863479569761632e-06,5.011298454290603e-06,5.160896062065011e-06,5.312242683505183e-06,5.4653104232063036e-06,5.620073013800094e-06,5.776505654825466e-06,5.934584872615265e-06,6.094288397930245e-06,6.255595058651561e-06,6.418484685305725e-06,6.582938027573222e-06,6.748936680237121e-06,6.916463017276176e-06,7.085500133011678e-06,7.256031789386235e-06,7.428042368590849e-06,7.6015168303724135e-06,7.776440673452362e-06,7.95279990056441e-06,8.130580986691208e-06
90,WASP-83b,3.704975215360096e-05,3.8398041561499055e-05,3.976863167530003e-05,4.1160910821567025e-05,4.257432488897394e-05,4.400836908343716e-05,4.546258114860425e-05,4.693653575063375e-05,4.842983979535985e-05,4.994212849767906e-05,5.147306206206873e-05,5.302232286290019e-05,5.458961303607468e-05,5.6174652411180955e-05,5.7777176727163014e-05,5.93969360853105e-05,6.1033693601924556e-05,6.268722422980667e-05,6.435731372317016e-05,6.604375772492105e-05,6.774636095880709e-05,6.946493651180769e-05,7.119930519447571e-05,7.294929496887487e-05,7.471474043535153e-05,7.649548237068553e-05,7.829136731125862e-05,8.010224717581558e-05,8.192797892312007e-05,8.376842424049368e-05
91,WASP-46b,0.00010568591019754849,0.00010955786372560212,0.00011349342888417494,0.00011749089803009345,0.00012154872195803347,0.00012566548736714272,0.00012983989831645294,0.00013407076085177863,0.00013835697017415706,0.0001426974998601406,0.00014709139275022524,0.00015153775320243817,0.000156035740470191,0.000160584563011509,0.0001651834735742261,0.00016983176493117136,0.00017452876616260693,0.00017927383940167434,0.0001840663769734545,0.00018890579887009126,0.00019379155051411012,0.00019872310076990497,0.00020369994016974295,0.00020872157932591467,0.0002137875475050158,0.0002188973913439102,0.0002240506736899182,0.0002292469725503355,0.0002344858801383741,0.0002397670020045004
92,XO-4b,2.5854239215097746e-05,2.6848943355404312e-05,2.7859306340872237e-05,2.888496955714003e-05,2.9925603883483897e-05,3.098090575955434e-05,3.2050593923464595e-05,3.313440668691389e-05,3.423209964327772e-05,3.534344372735007e-05,3.646822356269558e-05,3.7606236045787726e-05,3.875728912632455e-05,3.992120075104104e-05,4.1097797944557946e-05,4.2286916005713685e-05,4.348839780171316e-05,4.470209314553601e-05,4.59278582445571e-05,4.7165555210334284e-05,4.841505162117014e-05,4.96762201303948e-05,5.094893811440918e-05,5.223308735543928e-05,5.3528553754706965e-05,5.483522707234099e-05,5.6153000690873204e-05,5.7481771399619346e-05,5.8821439197584766e-05,6.017190711287688e-05
93,WASP-170b,6.621681038238957e-05,6.864275734255966e-05,7.110855975052151e-05,7.361314769370109e-05,7.615555052771443e-05,7.873488275822864e-05,8.135033242197254e-05,8.40011514548214e-05,8.668664765226766e-05,8.940617791546608e-05,9.21591425424388e-05,9.494498037461152e-05,9.776316464775128e-05,0.00010061319942645141,0.00010349461652479299,0.00010640697283425383,0.00010934984799449479,0.00011232284235424025,0.00011532557517877532,0.00011835768306800096,0.00012141881855505617,0.00012450864886042801,0.00012762685478046672,0.00013077312969252895,0.00013394717866170306,0.00013714871763630462,0.00014037747272120375,0.00014363317951965324,0.00014691558253552905,0.00015022443462907605
94,HD191939b,6.420292217160086e-06,6.650952315549878e-06,6.885479230170526e-06,7.123762487955036e-06,7.36570228255654e-06,7.611207927055097e-06,7.860196583650267e-06,8.112592213151495e-06,8.368324700265517e-06,8.62732912053548e-06,8.88954512222095e-06,9.154916402063267e-06,9.423390258222478e-06,9.694917207024435e-06,9.969450652769896e-06,1.0246946601907114e-05,1.0527363414484831e-05,1.0810661587087133e-05,1.1096803562480596e-05,1.1385753562024956e-05,1.1677477437567688e-05,1.1971942540084219e-05,1.226911760276563e-05,1.2568972636619036e-05,1.2871478836945375e-05,1.3176608499304557e-05,1.3484334943783207e-05,1.3794632446555198e-05,1.4107476177862055e-05,1.4422842145667964e-05
95,HD86226c,6.560255529983275e-06,6.804982695535317e-06,7.053662150036889e-06,7.306193817564847e-06,7.562486535461932e-06,7.822456812960235e-06,8.086027806962904e-06,8.353128470837482e-06,8.623692842134225e-06,8.897659442685868e-06,9.174970770254004e-06,9.45557286524318e-06,9.739414939358924e-06,1.0026449055683541e-05,1.0316629851674794e-05,1.0609914298190592e-05,1.0906261488905478e-05,1.1205632455491421e-05,1.1507990004745363e-05,1.1813298574491808e-05,1.2121524105618483e-05,1.2432633928032164e-05,1.274659665867124e-05,1.3063382110001274e-05,1.338296120765957e-05,1.3705305916110716e-05,1.4030389171339966e-05,1.4358184819753266e-05,1.4688667562561664e-05,1.5021812905032881e-05
96,TOI-481b,1.0601512545520732e-05,1.0993640619257247e-05,1.139215162955835e-05,1.1796879424291093e-05,1.2207672945401147e-05,1.2624394105079275e-05,1.304691603561175e-05,1.3475121636656167e-05,1.3908902361111869e-05,1.4348157193811482e-05,1.4792791787134325e-05,1.5242717725171012e-05,1.5697851893863234e-05,1.615811593902554e-05,1.6623435797659485e-05,1.7093741290723914e-05,1.756896576770016e-05,1.8049045795023372e-05,1.853392088184381e-05,1.9023533237692497e-05,1.9517827557534933e-05,2.0016750830433163e-05,2.0520252168636094e-05,2.1028282654414217e-05,2.1540795202365622e-05,2.205774443525577e-05,2.257908657173553e-05,2.3104779324524287e-05,2.3634781807831684e-05,2.4169054452970092e-05
97,WASP-169b,3.7624842373390284e-05,3.9049831676093985e-05,4.0497533707206226e-05,4.196740102184876e-05,4.345893313942544e-05,4.497167013198577e-05,4.650518732162357e-05,4.80590908631105e-05,4.963301403868363e-05,5.1226614129992635e-05,5.28395697610789e-05,5.447157862831487e-05,5.612235555024744e-05,5.7791630783476954e-05,5.947914856103375e-05,6.118466581784971e-05,6.290795107435953e-05,6.464878345440547e-05,6.640695181776142e-05,6.818225399089439e-05,6.997449608229927e-05,7.178349187094346e-05,7.360906225815332e-05,7.545103477476489e-05,7.730924313659731e-05,7.91835268423166e-05,8.107373080861003e-05,8.297970503832604e-05,8.490130431779642e-05,8.683838794010472e-05
98,Kepler-138b,1.8063274015175123e-05,1.859468475687891e-05,1.9137860603863448e-05,1.9692235911558877e-05,2.0257314248056985e-05,2.083265717527843e-05,2.1417875179522215e-05,2.2012620284601472e-05,2.261657999304008e-05,2.322947228363853e-05,2.3851041455432212e-05,2.4481054654462794e-05,2.5119298954979178e-05,2.5765578893581893e-05,2.641971437555491e-05,2.70815388887163e-05,2.7750897972684492e-05,2.8427647901341942e-05,2.911165454410897e-05,2.9802792377857586e-05,3.050094362628846e-05,3.1205997507607354e-05,3.1917849574579645e-05,3.2636401133683396e-05,3.336155873223997e-05,3.4093233704165436e-05,3.483134176644321e-05,3.5575802659634116e-05,3.632653982672495e-05,3.708348012546986e-05
99,TOI-4010d,2.0172858457120113e-05,2.087233650554631e-05,2.158402740961903e-05,2.2307542081421917e-05,2.304253140717341e-05,2.3788680273982016e-05,2.4545702684347127e-05,2.531333773112184e-05,2.6091346258564618e-05,2.6879508074540388e-05,2.767761960859889e-05,2.8485491933168635e-05,2.930294908233996e-05,3.012982661598997e-05,3.09659703873266e-05,3.1811235480007114e-05,3.266548528734186e-05,3.3528590711133364e-05,3.4400429461729e-05,3.5280885444074365e-05,3.616984821716152e-05,3.7067212516372267e-05,3.797287782992625e-05,3.888674802205076e-05,3.980873099664617e-05,4.073873839616874e-05,4.1676685331242235e-05,4.262249013718021e-05,4.357607415412989e-05,4.453736152803219e-05
100,WASP-33b,1.749255598876334e-05,1.8195950871635842e-05,1.8910116577492468e-05,1.9634838560295968e-05,2.036991766180692e-05,2.111516822637382e-05,2.1870416521896037e-05,2.263549940761066e-05,2.3410263202425246e-05,2.4194562717404566e-05,2.498826042356732e-05,2.5791225731954814e-05,2.66033343674489e-05,2.7424467821335436e-05,2.8254512870388534e-05,2.90933611524546e-05,2.994090879026905e-05,3.0797056056648706e-05,3.166170707535167e-05,3.253476955281053e-05,3.3416154536709526e-05,3.430577619799789e-05,3.520355163343928e-05,3.610940068622509e-05,3.7023245782536604e-05,3.7945011782232006e-05,3.887462584208256e-05,3.981201729020367e-05,4.07571175104846e-05,4.1709859835992455e-05
101,HATS-1b,4.44308705567048e-05,4.608909217393233e-05,4.777408275496231e-05,4.948516547788632e-05,5.1221723737167286e-05,5.298319276184261e-05,5.4769052699518506e-05,5.6578822868233783e-05,5.841205694614959e-05,6.02683389199208e-05,6.214727965112692e-05,6.404851394953437e-05,6.597169806460578e-05,6.791650752420057e-05,6.98826352631227e-05,7.186978999495479e-05,7.387769478914153e-05,7.590608582207994e-05,7.795471127644179e-05,8.002333036731203e-05,8.211171247730423e-05,8.421963638571012e-05,8.634688957909943e-05,8.849326763274243e-05,9.065857365384618e-05,9.284261777891799e-05,9.504521671868412e-05,9.7266193344949e-05,9.950537631451658e-05,0.00010176259972600423
102,HD106315c,5.343305580066485e-06,5.548129531532103e-06,5.756186840748936e-06,5.967402572186328e-06,6.181708016103139e-06,6.399039853503352e-06,6.619339464088191e-06,6.8425523485353255e-06,7.06862764290218e-06,7.2975177078123046e-06,7.529177778773301e-06,7.763565666797245e-06,8.000641500674739e-06,8.240367503945282e-06,8.482707800933291e-06,8.727628247265313e-06,8.975096281112331e-06,9.225080792063427e-06,9.477552005071597e-06,9.732481377338795e-06,9.989841506358816e-06,1.0249606047621645e-05,1.0511749640715356e-05,1.0776247842755143e-05,1.1043077068229681e-05,1.1312214534486192e-05,1.1583638212186338e-05,1.185732678016152e-05,1.21332595841685e-05,1.2411416599118665e-05
103,XO-6b,1.6879901039010075e-05,1.7539580162108654e-05,1.8209529825737836e-05,1.88895263939435e-05,1.957936380575365e-05,2.027885129281278e-05,2.0987811480687524e-05,2.1706078797827447e-05,2.2433498133164976e-05,2.3169923696148423e-05,2.3915218042744224e-05,2.4669251238412745e-05,2.54319001348443e-05,2.6203047741736135e-05,2.6982582678424224e-05,2.777039869297573e-05,2.8566394238562434e-05,2.9370472098709936e-05,3.0182539054453933e-05,3.100250558757992e-05,3.1830285615071394e-05,3.2665796250661956e-05,3.3508957590014694e-05,3.435969251657813e-05,3.52179265256045e-05,3.608358756417282e-05,3.6956605885361776e-05,3.783691391498206e-05,3.8724446129474194e-05,3.961913894377896e-05
104,HAT-P-26b,3.0255126862972703e-05,3.1316515578993666e-05,3.239618001170067e-05,3.349355804843971e-05,3.460814423570211e-05,3.5739481388591984e-05,3.688715372025144e-05,3.805078117482547e-05,3.923001472098974e-05,4.042453241784798e-05,4.1634036106255445e-05,4.285824860994935e-05,4.409691135487097e-05,4.534978233357121e-05,4.6616634355991925e-05,4.7897253539191336e-05,4.9191437997458646e-05,5.049899670130701e-05,5.1819748479468874e-05,5.31535211425082e-05,5.45001507103167e-05,5.585948072871211e-05,5.7231361662754704e-05,5.8615650356372496e-05,6.0012209549511085e-05,6.142090744535514e-05,6.284161732127932e-05,6.427421717812996e-05,6.571858942318295e-05,6.7174620582805e-05
105,TOI-125b,2.0055937345254956e-05,2.0774806364573903e-05,2.150575692788393e-05,2.224844133574956e-05,2.300254561088355e-05,2.3767784595844726e-05,2.4543897929400714e-05,2.533064671998726e-05,2.6127810776592124e-05,2.6935186288697052e-05,2.7752583870522044e-05,2.8579826902773842e-05,2.9416750118883794e-05,3.02631983933619e-05,3.11190256981873e-05,3.198409419965898e-05,3.2858273473256155e-05,3.374143981813209e-05,3.4633475656128944e-05,3.553426900280399e-05,3.644371300007932e-05,3.736170550184307e-05,3.8288148705225674e-05,3.922294882142582e-05,4.0166015780910075e-05,4.111726296858719e-05,4.2076606985208266e-05,4.3043967431797955e-05,4.4019266714356126e-05,4.500242986647251e-05
106,TOI-431d,4.666564493760782e-06,4.826524343746611e-06,4.989316997040885e-06,5.154849085989884e-06,5.323037005916489e-06,5.4938054441737295e-06,5.6670861783624945e-06,5.842817087276178e-06,6.0209413313103625e-06,6.201406668886937e-06,6.3841648828173776e-06,6.569171296121819e-06,6.7563843610986155e-06,6.945765308732923e-06,7.137277848091975e-06,7.330887907355472e-06,7.526563409702719e-06,7.724274078524817e-06,7.923991267425606e-06,8.125687811268225e-06,8.329337895167529e-06,8.534916938848258e-06,8.742401494210554e-06,8.951769154291042e-06,9.162998472092718e-06,9.376068887990164e-06,9.590960664610977e-06,9.807654828258879e-06,1.00261331160743e-05,1.0246377928246701e-05
107,KELT-18b,2.5609856591143884e-05,2.6608411246009675e-05,2.7622536352326306e-05,2.8651890366567537e-05,2.969615877177992e-05,3.075505055330843e-05,3.182829526837258e-05,3.291564059165609e-05,3.401685024545418e-05,3.5131702242796444e-05,3.625998738707283e-05,3.7401507983270706e-05,3.8556076724893814e-05,3.9723515727599446e-05,4.0903655686063304e-05,4.209633513490672e-05,4.33013997979497e-05,4.451870201280074e-05,4.5748100220017286e-05,4.698945850784264e-05,4.824264620499304e-05,4.950753751515908e-05,5.078401118785767e-05,5.20719502210828e-05,5.33712415918782e-05,5.468177601150589e-05,5.6003447702352356e-05,5.733615419412189e-05,5.86797961371706e-05,6.003427713114439e-05
108,TOI-892b,2.1984656604110206e-05,2.28244026350424e-05,2.3677441583600822e-05,2.4543461798031942e-05,2.5422177770409733e-05,2.631332661107697e-05,2.721666512867283e-05,2.8131967394092183e-05,2.905902269420079e-05,2.9997633801783843e-05,3.094761550387176e-05,3.190879334256807e-05,3.2881002531754726e-05,3.3864087020225715e-05,3.485789867742455e-05,3.586229658239608e-05,3.687714640007283e-05,3.7902319831821994e-05,3.893769412944185e-05,3.998315166360173e-05,4.103857953920623e-05,4.21038692513705e-05,4.3178916376676126e-05,4.426362029519528e-05,4.535788393944921e-05,4.6461613567021254e-05,4.757471855401284e-05,4.8697111206936914e-05,4.982870659094964e-05,5.09694223726261e-05
109,DSTucAb,5.306125405188857e-06,5.497995161558542e-06,5.693059425613901e-06,5.89122878041189e-06,6.092422333596251e-06,6.296566488517082e-06,6.503593934556964e-06,6.713442811514725e-06,6.926056013289304e-06,7.141380603876415e-06,7.359367324555235e-06,7.579970175605645e-06,7.803146059324921e-06,8.028854473761109e-06,8.257057248645824e-06,8.487718316629865e-06,8.720803514203119e-06,8.956280407696693e-06,9.194118140580237e-06,9.434287298917343e-06,9.676759792372368e-06,9.921508748591175e-06,1.0168508419127399e-05,1.0417734095374097e-05,1.066916203319851e-05,1.0922769385172393e-05,1.117853413945334e-05,1.1436435064511873e-05,1.1696451659007594e-05,1.1958564106219501e-05
110,WASP-105b,2.3429879957388428e-05,2.4251126522272096e-05,2.50865280742171e-05,2.5935648107450514e-05,2.6798094178083697e-05,2.7673511374615688e-05,2.85615769717336e-05,2.9461996021007927e-05,3.0374497689283605e-05,3.129883219823573e-05,3.2234768250683965e-05,3.3182090853653893e-05,3.414059946686478e-05,3.511010641973463e-05,3.609043555120549e-05,3.7081421035471176e-05,3.808290636360052e-05,3.9094743456532925e-05,4.011679188930964e-05,4.114891820989921e-05,4.219099533881901e-05,4.3242902038051543e-05,4.430452243962043e-05,4.537574562572757e-05,4.645646525361817e-05,4.75465792193759e-05,4.864598935571473e-05,4.975460115956855e-05,5.0872323545858044e-05,5.199906862434558e-05
111,TOI-776b,8.551028818138399e-06,8.795245057901171e-06,9.045136728542478e-06,9.300414755694779e-06,9.560826133276207e-06,9.826148021663015e-06,1.0096182983928517e-05,1.0370755111676132e-05,1.0649706852033715e-05,1.0932896391607242e-05,1.1220195486098052e-05,1.15114876489934e-05,1.1806666631455332e-05,1.210563513981844e-05,1.2408303748102995e-05,1.271458997147348e-05,1.3024417473222683e-05,1.333771538308726e-05,1.3654417708835816e-05,1.3974462826351028e-05,1.4297793036058499e-05,1.4624354175668254e-05,1.4954095280900396e-05,1.528696828725488e-05,1.5622927767018596e-05,1.596193069662873e-05,1.6303936250275342e-05,1.664890561626218e-05,1.699680183316113e-05,1.7347589643240967e-05
112,HATS-42b,0.00010086344268521711,0.00010467230929542357,0.00010854203447081008,0.00011247113723731094,0.00011645826462826955,0.00012050217413761797,0.00012460171921514337,0.00012875583718903878,0.00013296353914042002,0.00013722390135920446,0.00014153605809008615,0.00014589919533794884,0.0001503125455487971,0.00015477538301850405,0.00015928701991003514,0.00016384680278213717,0.00016845410955014625,0.00017310834681366603,0.0001778089474972259,0.00018255536875908676,0.00018734709013080718,0.00019218361185621713,0.0001970644534033632,0.00020198915212707308,0.00020695726206317004,0.0002119683528381327,0.0002170220086803266,0.00022211782752094684,0.00022725542017434496,0.000232434409588913
113,WASP-177b,3.989358436261684e-05,4.128474992274164e-05,4.270003956308724e-05,4.413869771327714e-05,4.560004572264979e-05,4.70834704156799e-05,4.8588414726269355e-05,5.0114369977303014e-05,5.1660869472661055e-05,5.322748314403338e-05,5.481381305144644e-05,5.641948957934785e-05,5.8044168202981324e-05,5.9687526725131996e-05,6.134926290303625e-05,6.302909240068177e-05,6.472674701386651e-05,6.644197312501885e-05,6.817453035248327e-05,6.992419036511292e-05,7.169073583799977e-05,7.347395952920272e-05,7.527366346060851e-05,7.708965818875328e-05,7.892176215365143e-05,8.076980109549266e-05,8.263360753058336e-05,8.451302027919339e-05,8.64078840389837e-05,8.831804899861947e-05
114,HAT-P-13b,2.8278168392094752e-05,2.9318145212602505e-05,3.0375143704211392e-05,3.144871250774444e-05,3.2538441795420023e-05,3.3643957388897025e-05,3.4764915916057267e-05,3.590100079402617e-05,3.705191887458679e-05,3.8217397624576647e-05,3.9397182741395125e-05,4.059103612473595e-05,4.179873414180339e-05,4.302006613575592e-05,4.425483313687313e-05,4.550284674360241e-05,4.676392814669094e-05,4.80379072744245e-05,4.932462204086405e-05,5.06239176820551e-05,5.193564616771023e-05,5.32596656779082e-05,5.459584013601654e-05,5.5944038790421143e-05,5.7304135838783234e-05,5.867601008947522e-05,6.005954465562726e-05,6.14546266778864e-05,6.286114707250822e-05,6.427900030189365e-05
115,WASP-103b,7.101979532432728e-05,7.370957266912078e-05,7.644222204263468e-05,7.921671010038823e-05,8.203209214660972e-05,8.48875000317775e-05,8.778213214355052e-05,9.071524506864807e-05,9.368614659897512e-05,9.669418982718111e-05,9.973876813132791e-05,0.00010281931088997502,0.00010593527980110828,0.00010908616570323163,0.00011227148581643981,0.00011549078133664754,0.00011874361532830076,0.00012202957087059596,0.0001253482494200523,0.00012869926935851474,0.00013208226470079527,0.00013549688394031513,0.00013894278901449802,0.00014241965437447913,0.00014592716614602677,0.00014946502137047943,0.00015303292731610888,0.00015663060085170904,0.0001602577678752679,0.00016391416279161545
116,HATS-27b,5.972457758664802e-05,6.202722181119622e-05,6.436605824440049e-05,6.674026364212464e-05,6.914908206856414e-05,7.159181595016495e-05,7.406781865358193e-05,7.657648828313847e-05,7.911726246177259e-05,8.16896139110078e-05,8.429304668463343e-05,8.692709294074301e-05,8.959131015994088e-05,9.228527873550583e-05,9.500859987541092e-05,9.776089376723265e-05,0.00010054179796580232,0.00010335096597050929,0.00010618806596486596,0.0001090527796954886,0.00011194480147140198,0.00011486383726761887,0.00011780960391942908,0.00012078182839590158,0.00012378024714282182,0.00012680460548668954,0.00012985465709258972,0.00013293016346978175,0.0001360308935196282,0.00013915662312126174
117,WASP-141b,6.0982189445381894e-05,6.326250664647741e-05,6.557957191240658e-05,6.79324618982538e-05,7.032033503134406e-05,7.274242015639927e-05,7.51980071637037e-05,7.768643919759477e-05,8.020710613427886e-05,8.275943908673771e-05,8.534290574654192e-05,8.795700641211384e-05,9.06012705835894e-05,9.3275254028126e-05,9.597853623804325e-05,9.871071821876712e-05,0.00010147142055507685,0.00010426028171334568,0.00010707695654486446,0.00010992111496123589,0.00011279244075766786,0.00011569063056391533,0.00011861539290581367,0.00012156644736299556,0.0001245435238105756,0.000127546361734378,0.00013057470961079238,0.0001336283243436406,0.000136706970751434,0.00013981042109936258
118,K2-238b,5.817631387769795e-05,6.0312325312805104e-05,6.248335383467889e-05,6.468846596700774e-05,6.692681443629208e-05,6.919762594095252e-05,7.150019108260782e-05,7.383385601689288e-05,7.61980154825853e-05,7.859210694373021e-05,8.101560563682777e-05,8.346802035886726e-05,8.594888986561788e-05,8.84577797755885e-05,9.099427989537495e-05,9.355800189806454e-05,9.614857729895971e-05,9.876565568290795e-05,0.00010140890314557775,0.00010407800091743948,0.000106772644144464,0.00010949254080380259,0.00011223741073617251,0.00011500698477953541,0.00011780100399102137,0.00012061921894598568,0.0001234613891047101,0.0001263272822386519,0.00012921667390922197,0.0001321293469930956
119,TOI-257b,2.862473636050936e-06,2.970791172620911e-06,3.080836426132924e-06,3.192567634634305e-06,3.305946626914502e-06,3.4209383316939e-06,3.537510371767897e-06,3.655632725954793e-06,3.775277445584353e-06,3.89641841518345e-06,4.0190311492277885e-06,4.143092618519163e-06,4.268581101051665e-06,4.395476053240901e-06,4.523757998181732e-06,4.653408428223482e-06,4.784409719644629e-06,4.9167450576027446e-06,5.050398369852659e-06,5.185354267978853e-06,5.321597995096097e-06,5.459115379141038e-06,5.597892791014756e-06,5.737917106950614e-06,5.879175674576173e-06,6.02165628221538e-06,6.165347131042334e-06,6.31023680975436e-06,6.456314271474918e-06,6.603568812638945e-06
120,WASP-181b,6.514351948919063e-05,6.756987727883774e-05,7.003547583735766e-05,7.253931649839373e-05,7.508048987091526e-05,7.765816338161692e-05,8.027157099893897e-05,8.29200046948837e-05,8.560280730199413e-05,8.831936649872572e-05,9.106910971384762e-05,9.385149978430747e-05,9.666603123472229e-05,9.951222707276911e-05,0.00010238963601516467,0.00010529783007498091,0.00010823640245373082,0.00011120496569177341,0.0001142031500387215,0.00011723060201202393,0.00012028698311721346,0.0001233719687076193,0.0001264852469648535,0.00012962651798428723,0.00013279549295213978,0.00013599189340277076,0.00013921545054641944,0.00014246590465906024,0.0001457430045271358,0.00014904650694098307
121,WASP-135b,7.949349581878787e-05,8.242156099340419e-05,8.53974785627686e-05,8.841998599850202e-05,9.148793654380823e-05,9.460028284572594e-05,9.77560634750289e-05,0.00010095439174342522,0.00010419444636280624,0.00010747546359247703,0.00011079673059678957,0.00011415757979389621,0.00011755738402119462,0.00012099555237772565,0.00012447152663088535,0.00012798477809610468,0.00013153480491496323,0.0001351211296705921,0.00013874329728997878,0.0001424008731913628,0.00014609344164193323,0.0001498206042967218,0.00015358197889421218,0.00015737719808801544,0.00016120590839712546,0.00016506776925985788,0.00016896245217874813,0.0001728896399455495,0.00017684902593691332,0.00018084031347270492
122,WASP-81b,5.5484651948409774e-05,5.755541599449743e-05,5.965960874952074e-05,6.179638500771292e-05,6.396497476067243e-05,6.616467273029203e-05,6.83948297321472e-05,7.065484549730374e-05,7.294416266526935e-05,7.526226172437637e-05,7.76086567239884e-05,7.99828916196312e-05,8.238453714042426e-05,8.481318809008046e-05,8.726846100986228e-05,8.974999214535116e-05,9.225743566952901e-05,9.479046212315721e-05,9.734875704026563e-05,9.993201973200802e-05,0.00010253996220660618,0.00010517230820672261,0.00010782879234854722,0.00011050915934932651,0.00011321316333208458,0.00011594056719793774,0.00011869114205779534,0.0001214646667164353,0.00012426092720286224,0.00012707971634174162
123,WASP-19b,8.747557025102859e-05,9.068409306772222e-05,9.39452676272177e-05,9.725768578001336e-05,0.00010062006969931228,0.00010403125336967608,0.00010749016735015564,0.00011099582614128034,0.00011454731763896378,0.00011814379427343573,0.00012178446551825156,0.00012546859152067074,0.0001291954776556425,0.00013296446984502745,0.00013677495051444337,0.00014062633508428495,0.00014451806891053836,0.0001484496246061947,0.0001524204996862597,0.00015643021448907886,0.0001604783103346496,0.00016456434788703016,0.00016868790569319256,0.0001728485788750009,0.0001770459779545779,0.00018127972779624838,0.00018554946665071,0.00018985484528918404,0.0001941955262169328,0.00019857118295707674
124,HAT-P-4b,3.358694470830813e-05,3.4839646204051453e-05,3.611258210697729e-05,3.740523973819424e-05,3.8717152101637473e-05,4.0047891520155725e-05,4.139706438501064e-05,4.276430679242029e-05,4.414928089236523e-05,4.555167181355683e-05,4.6971185057740285e-05,4.84075442788406e-05,4.986048937966405e-05,5.132977487218664e-05,5.2815168457876766e-05,5.431644979269256e-05,5.5833409407868574e-05,5.736584776276817e-05,5.891357441023064e-05,6.0476407258153215e-05,6.205417191376419e-05,6.364670109924326e-05,6.52538341291365e-05,6.687541644149916e-05,6.851129917592786e-05,7.016133879264893e-05,7.182539672767484e-05,7.350333907976801e-05,7.519503632551017e-05,7.690036305931353e-05
125,WASP-32b,4.3593482620622836e-05,4.52435651215377e-05,4.691996082413047e-05,4.862203429703598e-05,5.034920470308829e-05,5.2100938339980416e-05,5.387674247177585e-05,5.567616019070395e-05,5.7498766107735455e-05,5.934416271478652e-05,6.12119772950109e-05,6.310185928332187e-05,6.50134779990955e-05,6.694652068836083e-05,6.890069082480806e-05,7.087570662841691e-05,7.287129976799992e-05,7.48872142199377e-05,7.692320526020325e-05,7.897903857061716e-05,8.105448944343675e-05,8.31493420709445e-05,8.526338890878979e-05,8.73964301035725e-05,8.954827297659454e-05,9.171873155688109e-05,9.390762615756278e-05,9.611478299056784e-05,9.834003381522377e-05,0.00010058321561700688
126,WASP-73b,2.1505159925905928e-05,2.2316089117528645e-05,2.313999119591389e-05,2.39765489938831e-05,2.48254728578617e-05,2.568649686906704e-05,2.6559375720548594e-05,2.744388211743799e-05,2.8339804597876343e-05,2.924694569468658e-05,3.0165120374980156e-05,3.109415470796458e-05,3.203388472130172e-05,3.298415541417985e-05,3.394481990137912e-05,3.491573866742601e-05,3.589677891374106e-05,3.6887813984724e-05,3.7888722861168533e-05,3.8899389711351726e-05,3.991970349174771e-05,4.09495575906153e-05,4.1988849508768904e-05,4.303748057272199e-05,4.409535567612058e-05,4.516238304598034e-05,4.623847403074256e-05,4.732354290759753e-05,4.84175067068546e-05,4.952028505146071e-05
