,Planet Name,Full Phase Curve Noise Estimate 1.95-2.015um,Full Phase Curve Noise Estimate 2.015-2.08um,Full Phase Curve Noise Estimate 2.08-2.145um,Full Phase Curve Noise Estimate 2.145-2.21um,Full Phase Curve Noise Estimate 2.21-2.275um,Full Phase Curve Noise Estimate 2.275-2.34um,Full Phase Curve Noise Estimate 2.34-2.405um,Full Phase Curve Noise Estimate 2.405-2.47um,Full Phase Curve Noise Estimate 2.47-2.535um,Full Phase Curve Noise Estimate 2.535-2.6um,Full Phase Curve Noise Estimate 2.6-2.665um,Full Phase Curve Noise Estimate 2.665-2.73um,Full Phase Curve Noise Estimate 2.73-2.795um,Full Phase Curve Noise Estimate 2.795-2.86um,Full Phase Curve Noise Estimate 2.86-2.925um,Full Phase Curve Noise Estimate 2.925-2.99um,Full Phase Curve Noise Estimate 2.99-3.055um,Full Phase Curve Noise Estimate 3.055-3.12um,Full Phase Curve Noise Estimate 3.12-3.185um,Full Phase Curve Noise Estimate 3.185-3.25um,Full Phase Curve Noise Estimate 3.25-3.315um,Full Phase Curve Noise Estimate 3.315-3.38um,Full Phase Curve Noise Estimate 3.38-3.445um,Full Phase Curve Noise Estimate 3.445-3.51um,Full Phase Curve Noise Estimate 3.51-3.575um,Full Phase Curve Noise Estimate 3.575-3.64um,Full Phase Curve Noise Estimate 3.64-3.705um,Full Phase Curve Noise Estimate 3.705-3.77um,Full Phase Curve Noise Estimate 3.77-3.835um,Full Phase Curve Noise Estimate 3.835-3.9um
35,HD28109c,3.871446809943615e-06,4.018157569113555e-06,4.167205609486717e-06,4.318534701889924e-06,4.472093433734599e-06,4.627834551983243e-06,4.78571441971221e-06,4.945692563354241e-06,5.107731292896545e-06,5.271795381209588e-06,5.437851791637305e-06,5.605869445237801e-06,5.775819020806012e-06,5.9476727821602345e-06,6.121404428232365e-06,6.296988962334936e-06,6.4744025776372565e-06,6.653622556409448e-06,6.8346271810173015e-06,7.017395654989342e-06,7.201908032755684e-06,7.388145156883923e-06,7.5760886018210864e-06,7.765720623303486e-06,7.95702411272291e-06,8.149982555841039e-06,8.34457999533124e-06,8.54080099670239e-06,8.738630617216664e-06,8.938054377469648e-06
36,TOI-2641b,3.467990175753559e-05,3.599259107675242e-05,3.73262133243397e-05,3.868026299589648e-05,4.0054278018318226e-05,4.144783381567153e-05,4.286053840197952e-05,4.4292028293628456e-05,4.574196508109342e-05,4.721003253496426e-05,4.8695934147991864e-05,5.0199391035305446e-05,5.172014013071114e-05,5.325793262919646e-05,5.481253263533223e-05,5.638371598479771e-05,5.797126921221549e-05,5.957498864324175e-05,6.119467959269182e-05,6.283015565353985e-05,6.448123806414599e-05,6.614775514310301e-05,6.78295417827559e-05,6.952643899382767e-05,7.123829349472856e-05,7.296495734006054e-05,7.470628758361694e-05,7.646214597185864e-05,7.823239866436627e-05,8.001691597827613e-05
37,TOI-1685b,4.020937564234664e-05,4.127602370440079e-05,4.237074960608896e-05,4.349193272587862e-05,4.463816283681049e-05,4.580820498810072e-05,4.700097125544363e-05,4.821549784255181e-05,4.945092638701636e-05,5.0706488595606925e-05,5.198149353584968e-05,5.3275317061695096e-05,5.458739296510501e-05,5.591720553217638e-05,5.726428324903181e-05,5.862819345420517e-05,6.0008537774330274e-05,6.140494821135723e-05,6.281708377431587e-05,6.424462756828177e-05,6.568728426890533e-05,6.71447779234523e-05,6.861685002944778e-05,7.010325785025027e-05,7.160377293359146e-05,7.311817980459077e-05,7.464627480925907e-05,7.618786508824706e-05,7.774276766363599e-05,7.931080862417173e-05
38,K2-87b,3.50955320369156e-05,3.639470853371909e-05,3.7715016248353405e-05,3.905590657935013e-05,4.0416880670072804e-05,4.1797482415994264e-05,4.319729270166367e-05,4.4615924616507936e-05,4.605301945592561e-05,4.7508243357075404e-05,4.898128445123949e-05,5.04718504394055e-05,5.197966651677359e-05,5.3504473586642614e-05,5.5046026715656144e-05,5.6604093791448846e-05,5.817845435088979e-05,5.976889855282137e-05,6.13752262737744e-05,6.299724630879535e-05,6.463477566251468e-05,6.628763891800978e-05,6.795566767298887e-05,6.963870003445757e-05,7.133658016438002e-05,7.304915786995318e-05,7.477628823304002e-05,7.651783127410634e-05,7.827365164662003e-05,8.004361835846027e-05
39,WASP-178b,2.8189079255411157e-05,2.9363734619381456e-05,3.055612907025275e-05,3.1765943377630176e-05,3.2992878472993356e-05,3.423665320324904e-05,3.54970024276749e-05,3.6773675394236356e-05,3.8066434344985825e-05,3.9375053310701206e-05,4.0699317062947286e-05,4.203902019795526e-05,4.339396633158147e-05,4.476396738841652e-05,4.614884297114785e-05,4.75484197986987e-05,4.89625312036015e-05,5.0391016680630577e-05,5.183372148000827e-05,5.329049623952201e-05,5.476119665075988e-05,5.624568315538121e-05,5.774382066791939e-05,5.925547832210936e-05,6.0780529238148874e-05,6.231885030864104e-05,6.387032200125783e-05,6.543482817643143e-05,6.701225591856062e-05,6.86024953794344e-05
40,HIP29442b,6.422613486781255e-06,6.652219132159588e-06,6.885694623468658e-06,7.122927671958031e-06,7.363816933331606e-06,7.608270412894011e-06,7.85620415694308e-06,8.107541171202334e-06,8.362210520759066e-06,8.620146576187272e-06,8.881288378236064e-06,9.145579099320703e-06,9.41296558454747e-06,9.683397958472684e-06,9.956829286499455e-06,1.0233215281934877e-05,1.0512514051400698e-05,1.0794685872617426e-05,1.1079692999645187e-05,1.1367499491512016e-05,1.1658071060851177e-05,1.1951374939727762e-05,1.2247379760288901e-05,1.254605544824669e-05,1.2847373127511662e-05,1.3151305034547583e-05,1.3457824441229705e-05,1.3766905585168877e-05,1.4078523606605005e-05,1.4392654491104595e-05
41,HD152843c,4.453395479492927e-06,4.623952128868965e-06,4.797203071033276e-06,4.9730856796410296e-06,5.151542544378441e-06,5.3325207703800695e-06,5.515971397711824e-06,5.7018489168353585e-06,5.890110861403854e-06,6.080717463824642e-06,6.273631362124171e-06,6.468817349021992e-06,6.6662421559520485e-06,6.865874266190324e-06,7.067683752362237e-06,7.271642134481734e-06,7.477722255369758e-06,7.685898170855834e-06,7.896145052615364e-06,8.108439101853135e-06,8.322757472338531e-06,8.539078201537325e-06,8.757380148779874e-06,8.977642939568083e-06,9.199846915258165e-06,9.423973087466346e-06,9.650003096637608e-06,9.877919174298407e-06,1.0107704108575062e-05,1.0339341212620216e-05
42,K2-26b,2.3758309970080506e-05,2.444879833611344e-05,2.5154879282287554e-05,2.5875784722145607e-05,2.661084133750069e-05,2.735945515567981e-05,2.8121099089638632e-05,2.889530279605249e-05,2.968164436189652e-05,3.0479743444616616e-05,3.128925557631453e-05,3.2109867406480234e-05,3.2941292706407535e-05,3.3783268995555185e-05,3.4635554678712754e-05,3.549792660501319e-05,3.637017797715203e-05,3.725211655279052e-05,3.814356309090257e-05,3.9044350004383645e-05,3.995432018710845e-05,4.0873325989144295e-05,4.180122831828381e-05,4.2737895849691556e-05,4.3683204328423635e-05,4.463703595200268e-05,4.559927882223049e-05,4.656982645708887e-05,4.754857735493046e-05,4.8535434604331075e-05
43,TOI-1246d,1.5990724706454164e-05,1.655547423191656e-05,1.7129872818097685e-05,1.7713629713478347e-05,1.8306483137289074e-05,1.8908196012785863e-05,1.9518552471001525e-05,2.0137354964934955e-05,2.0764421871219788e-05,2.139958548398756e-05,2.2042690326488014e-05,2.2693591721868008e-05,2.3352154576653848e-05,2.4018252339848157e-05,2.4691766107844082e-05,2.5372583851071822e-05,2.6060599742790384e-05,2.675571357400923e-05,2.745783024138244e-05,2.816685929719604e-05,2.8882714552423567e-05,2.9605313725323605e-05,3.033457812927069e-05,3.107043239451489e-05,3.181280421939146e-05,3.256162414717904e-05,3.3316825365369736e-05,3.4078343524595395e-05,3.484611657483203e-05,3.562008461685317e-05
44,WASP-62b,1.8432288468219888e-05,1.913514794979959e-05,1.984914846815862e-05,2.057402737174973e-05,2.1309544143112217e-05,2.2055477406472822e-05,2.2811622450090933e-05,2.357778915984638e-05,2.4353800283962663e-05,2.5139489966338384e-05,2.5934702499293064e-05,2.6739291256727892e-05,2.7553117776572222e-05,2.8376050967490046e-05,2.9207966419604685e-05,3.0048745802770653e-05,3.089827633890617e-05,3.175645033728446e-05,3.262316478360549e-05,3.3498320975203695e-05,3.438182419601046e-05,3.52735834259146e-05,3.6173511079998906e-05,3.708152277382556e-05,3.799753711151914e-05,3.892147549386665e-05,3.9853261944051166e-05,4.079282294898036e-05,4.1740087314431466e-05,4.269498603249215e-05
45,WASP-80b,2.0333707294016002e-05,2.096720132353085e-05,2.161351447693566e-05,2.2272103013673387e-05,2.2942486751858913e-05,2.3624238985611716e-05,2.431697830675027e-05,2.502036192193538e-05,2.5734080153733065e-05,2.645785188614435e-05,2.719142076901184e-05,2.793455203632314e-05,2.8687029824324097e-05,2.9448654899024486e-05,3.0219242720969022e-05,3.0998621789376176e-05,3.178663221888658e-05,3.258312451094654e-05,3.3387958488828716e-05,3.4201002370837976e-05,3.502213196071859e-05,3.585122993787595e-05,3.6688185232936565e-05,3.753289247654791e-05,3.838525151126658e-05,3.924516695797549e-05,4.0112547829589525e-05,4.098730718591359e-05,4.186936182440727e-05,4.275863200239107e-05
46,WASP-22b,4.3757351418762154e-05,4.54037939318451e-05,4.7076624701019465e-05,4.877519398552263e-05,5.0498908716075074e-05,5.224722468872157e-05,5.4019640115744494e-05,5.581569025889406e-05,5.763494293259904e-05,5.947699471166338e-05,6.134146771343322e-05,6.322800685151092e-05,6.513627747897915e-05,6.70659633552781e-05,6.901676488354348e-05,7.098839757518215e-05,7.298059070634576e-05,7.499308613725226e-05,7.70256372703709e-05,7.9078008127525e-05,8.114997252928577e-05,8.324131336271856e-05,8.53518219257334e-05,8.748129733811057e-05,8.962954601077722e-05,9.179638116614198e-05,9.398162240333159e-05,9.618509530306786e-05,9.840663106760728e-05,0.00010064606619182945
47,WASP-60b,5.4577178460466385e-05,5.661799201541633e-05,5.869169395483959e-05,6.07974579135187e-05,6.293453070986924e-05,6.510222218370479e-05,6.729989680873428e-05,6.952696671940143e-05,7.178288587373122e-05,7.406714513539053e-05,7.637926810475493e-05,7.871880756432654e-05,8.108534243124033e-05,8.347847513080528e-05,8.589782932161862e-05,8.834304791584422e-05,9.081379134856322e-05,9.330973605833171e-05,9.583057314770169e-05,9.837600719773965e-05,0.00010094575521491052,0.00010353954569220293,0.00010615711776923048,0.0001087982204784145,0.00011146261206631496,0.00011415005938078048,0.00011686033731593845,0.0001195932283082081,0.0001223485218774117,0.00012512601420791906
48,TOI-1296b,3.0637929896012796e-05,3.176063965709193e-05,3.290179022333052e-05,3.406088690254286e-05,3.523748087925733e-05,3.6431162691576645e-05,3.764155686258944e-05,3.8868317449786863e-05,4.0111124330159946e-05,4.1369680079244584e-05,4.264370733305133e-05,4.39329465451843e-05,4.523715406942233e-05,4.655610051192905e-05,4.788956930810636e-05,4.9237355487625816e-05,5.059926459789757e-05,5.1975111761589935e-05,5.3364720848111304e-05,5.4767923742393876e-05,5.618455969712195e-05,5.761447475681651e-05,5.905752124403454e-05,6.051355729946883e-05,6.198244646899555e-05,6.346405733174943e-05,6.495826316417182e-05,6.646494163571984e-05,6.79839745324985e-05,6.951524750562402e-05
49,HAT-P-59b,3.717704467464461e-05,3.85467140814315e-05,3.993876297828842e-05,4.135260131146929e-05,4.2787693108753905e-05,4.4243548835241255e-05,4.571971909757548e-05,4.721578942095669e-05,4.873137588636523e-05,5.026612146267038e-05,5.181969290400712e-05,5.339177811002503e-05,5.498208386755614e-05,5.659033390844702e-05,5.8216267230954046e-05,5.9859636642043504e-05,6.1520207485789e-05,6.319775652931067e-05,6.489207098272416e-05,6.660294763357257e-05,6.833019207949314e-05,7.007361804552504e-05,7.183304677462481e-05,7.360830648174456e-05,7.539923186330566e-05,7.720566365510992e-05,7.902744823274484e-05,8.086443724941089e-05,8.271648730677112e-05,8.458345965506512e-05
50,XO-5b,3.8574275973541674e-05,3.996934488526141e-05,4.1387636938313705e-05,4.28285024245214e-05,4.429135355615516e-05,4.577565554105035e-05,4.728091924959481e-05,4.88066951457374e-05,5.035256822962118e-05,5.191815379586636e-05,5.3503093854113337e-05,5.5107054090845775e-05,5.6729721276409454e-05,5.837080104037341e-05,6.003001595337949e-05,6.170710386539492e-05,6.340181645956409e-05,6.51139179882372e-05,6.684318416367207e-05,6.858940118062544e-05,7.03523648519021e-05,7.213187984104723e-05,7.392775897890239e-05,7.57398226528388e-05,7.756789825921001e-05,7.941181971097892e-05,8.127142699365897e-05,8.314656576372057e-05,8.503708698440245e-05,8.694284659460651e-05
51,WASP-99b,1.1796010476344559e-05,1.2243798759597293e-05,1.2698710737089231e-05,1.316057599067698e-05,1.3629238634993142e-05,1.4104555339850736e-05,1.4586393694087558e-05,1.507463084203123e-05,1.5569152339348282e-05,1.6069851186744733e-05,1.6576627008858657e-05,1.7089385352466e-05,1.7608037083353706e-05,1.8132497865270334e-05,1.86626877075424e-05,1.919853057044839e-05,1.9739954019423284e-05,2.0286888920748687e-05,2.0839269172659027e-05,2.1397031466811194e-05,2.196011507590221e-05,2.2528461663897688e-05,2.3102015115886838e-05,2.368072138503952e-05,2.426452835452163e-05,2.4853385712536486e-05,2.5447244838922617e-05,2.6046058701965405e-05,2.664978176425282e-05,2.7258369896574927e-05
52,HATS-56b,3.331142280420933e-05,3.460200859692411e-05,3.591280777878875e-05,3.724336776617797e-05,3.859327246605952e-05,3.996213746484751e-05,4.134960603310684e-05,4.2755345783563315e-05,4.417904585637038e-05,4.5620414533055994e-05,4.7079177201446185e-05,4.855507460984607e-05,5.004786136112291e-05,5.155730460693645e-05,5.3083182909901255e-05,5.462528524741828e-05,5.618341013563013e-05,5.775736485573048e-05,5.934696476791093e-05,6.095203270066215e-05,6.257239840515817e-05,6.42078980660853e-05,6.585837386160822e-05,6.752367356627778e-05,6.920365019160694e-05,7.089816165979618e-05,7.260707050672668e-05,7.433024361089705e-05,7.606755194539466e-05,7.781887035041318e-05
53,WASP-70Ab,2.8714190267291654e-05,2.9778296100415015e-05,3.085969204839057e-05,3.195793080801377e-05,3.30726055350377e-05,3.420334416403974e-05,3.534980472643548e-05,3.651167146311639e-05,3.7688651574670374e-05,3.888047248697666e-05,4.0086879536311596e-05,4.1307633998192476e-05,4.2542511399651976e-05,4.3791300066602765e-05,4.505379986730492e-05,4.632982112030212e-05,4.761918364099993e-05,4.892171590568805e-05,5.023725431552827e-05,5.156564254599673e-05,5.290673096969976e-05,5.4260376142450756e-05,5.562644034409798e-05,5.7004791166920726e-05,5.839530114550887e-05,5.9797847422938154e-05,6.121231144880863e-05,6.263857870536097e-05,6.407653845838533e-05,6.552608353011564e-05
54,K2-417b,2.954470321241173e-05,3.0417567549380275e-05,3.1309625467143743e-05,3.221996207185057e-05,3.314777408332298e-05,3.40923517691542e-05,3.505306433665193e-05,3.602934803225148e-05,3.702069637837379e-05,3.8026652110797244e-05,3.9046800478793925e-05,4.008076364486164e-05,4.112819597746794e-05,4.218878007347486e-05,4.326222338025316e-05,4.4348255313373554e-05,4.5446624785978e-05,4.6557098081840143e-05,4.7679457016727775e-05,4.881349734268607e-05,4.995902735789974e-05,5.111586669125339e-05,5.228384523593058e-05,5.3462802210646385e-05,5.4652585330586095e-05,5.585305007296335e-05,5.706405902445995e-05,5.828548129976831e-05,5.951719202204391e-05,6.0759071857451506e-05
55,TOI-1759b,6.662198278950254e-06,6.8634556801863834e-06,7.068984466604894e-06,7.27859037540489e-06,7.492102451251233e-06,7.7093693034542e-06,7.930256075742652e-06,8.15464197465036e-06,8.382418239406738e-06,8.613486463465746e-06,8.847757198131123e-06,9.085148784035751e-06,9.325586367853467e-06,9.56900107051254e-06,9.815329280040397e-06,1.0064512047499003e-05,1.0316494568637555e-05,1.0571225737170729e-05,1.0828657758193697e-05,1.108874581231248e-05,1.13514477627313e-05,1.161672389887591e-05,1.1884536711213265e-05,1.215485069280994e-05,1.2427632163893108e-05,1.2702849116267619e-05,1.2980471074930477e-05,1.3260468974631607e-05,1.3542815049459236e-05,1.3827482733815263e-05
56,WASP-150b,3.905987890742358e-05,4.054831954087543e-05,4.2060365976234344e-05,4.359546049798295e-05,4.515309247356179e-05,4.673279198179409e-05,4.8334124537940366e-05,4.995668669479993e-05,5.160010234914766e-05,5.326401962026864e-05,5.494810819577225e-05,5.6652057061595506e-05,5.837557254987794e-05,6.011837665139714e-05,6.18802055494485e-05,6.366080834008677e-05,6.545994591000665e-05,6.727738994841937e-05,6.911292207338081e-05,7.096633305629351e-05,7.283742213099622e-05,7.472599637603674e-05,7.663187016050125e-05,7.855486464525373e-05,8.049480733266496e-05,8.245153165891294e-05,8.442487662378302e-05,8.641468645362822e-05,8.842081029370659e-05,9.044310192665955e-05
57,Qatar-4b,9.420739257320233e-05,9.75537315549124e-05,0.00010095687331113315,0.00010441513635971881,0.00010792700505610153,0.00011149110528878574,0.00011510618455132544,0.00011877109548351715,0.00012248478218442174,0.00012624626875653533,0.0001300546496585396,0.00013390908153382896,0.0001378087762508671,0.00014175299494455213,0.00014574104288914779,0.00014977226506576301,0.000153846042312907,0.00015796178796893454,0.00016211894493144203,0.00016631698307162176,0.00017055539695212988,0.00017483370380554878,0.00017915144173745505,0.00018350816812381734,0.00018790345817715567,0.00019233690365974874,0.0001968081117253948,0.00020131670387397646,0.0002058623150052275,0.0002104445925600966
58,TOI-1201b,2.4182137814432612e-05,2.4831701911172566e-05,2.549800253667448e-05,2.618009229828392e-05,2.6877146063812406e-05,2.758844061674068e-05,2.8313338281716046e-05,2.905127364485977e-05,2.980174270682332e-05,3.056429396330452e-05,3.133852102404507e-05,3.212405646842597e-05,3.292056670158537e-05,3.3727747625097854e-05,3.454532097473609e-05,3.537303120759903e-05,3.621064284406406e-05,3.705793818819189e-05,3.7914715364560926e-05,3.878078662087309e-05,3.965597685476768e-05,4.054012233057148e-05,4.143306955759059e-05,4.2334674306322955e-05,4.3244800742860536e-05,4.4163320664924224e-05,4.509011282558913e-05,4.602506233292864e-05,4.6968060115571505e-05,4.791900244567839e-05
59,HAT-P-35b,5.2771228265231675e-05,5.476823654733798e-05,5.679709652046835e-05,5.885703841994565e-05,6.094735865644606e-05,6.306741077136011e-05,6.521659795763184e-05,6.739436683003503e-05,6.960020220049048e-05,7.183362266782548e-05,7.409417687214646e-05,7.63814402951445e-05,7.869501251168168e-05,8.103451481662788e-05,8.339958816550311e-05,8.578989137896676e-05,8.820509957028206e-05,9.06449027621392e-05,9.310900466506599e-05,9.55971215943175e-05,9.81089815059694e-05,0.0001006443231360475,0.00010320289522905802,0.00010578445584438718,0.00010838877173078109,0.0001110156177605433,0.00011366477641628626,0.0001163360373241138,0.0001190291968278998,0.00012174405760010365
60,TOI-561b,3.841402352260404e-05,3.979159588673363e-05,4.1192307595026376e-05,4.2615493759562125e-05,4.406055391594737e-05,4.552694266220395e-05,4.7014161975052546e-05,4.8521754857035574e-05,5.0049300047878804e-05,5.159640759323765e-05,5.316271510903632e-05,5.474788461388234e-05,5.6351599828347714e-05,5.7973563860219884e-05,5.961349721065708e-05,6.127113604859678e-05,6.29462307105513e-05,6.463854439070188e-05,6.634785199243469e-05,6.807393911742972e-05,6.98166011724662e-05,7.157564257738305e-05,7.335087606029779e-05,7.514212202838571e-05,7.694920800433306e-05,7.877196812006246e-05,8.061024266056975e-05,8.246387765177024e-05,8.433272448708022e-05,8.621663958823112e-05
61,WASP-53b,4.799690373594226e-05,4.965997647423963e-05,5.1352111471187165e-05,5.3072380870947854e-05,5.4819952250813905e-05,5.659407435332961e-05,5.839406541743764e-05,6.0219303565465476e-05,6.206921882924158e-05,6.394328649288467e-05,6.584102150071685e-05,6.776197373254958e-05,6.970572398978159e-05,7.167188056748096e-05,7.366007631229575e-05,7.566996608533994e-05,7.770122456438721e-05,7.97535443317463e-05,8.182663420381473e-05,8.392021776597485e-05,8.60340320827243e-05,8.816782655796408e-05,9.032136192445104e-05,9.24944093447835e-05,9.468674960905226e-05,9.689817241655229e-05,9.912847573083842e-05,0.00010137746519900772,0.00010364495362735576,0.00010593076050670904
62,KELT-20b,1.0143573555770804e-05,1.0567082586267285e-05,1.0996983892416553e-05,1.1433163022131812e-05,1.187551270015267e-05,1.2323932033138997e-05,1.2778325835785306e-05,1.3238604055453558e-05,1.370468127763877e-05,1.4176476298248842e-05,1.4653911751498746e-05,1.5136913784401066e-05,1.5625411770545236e-05,1.6119338057197195e-05,1.6618627740817632e-05,1.7123218466948713e-05,1.7633050251100046e-05,1.8148065317816734e-05,1.866820795556661e-05,1.9193424385444274e-05,1.9723662641996478e-05,2.025887246472363e-05,2.0799005199016936e-05,2.1344013705465583e-05,2.1893852276615816e-05,2.24484765603829e-05,2.300784348942063e-05,2.3571911215847407e-05,2.4140639050791664e-05,2.4713987408295632e-05
63,KELT-6b,1.588893831518652e-05,1.6490429992264352e-05,1.7101512483165725e-05,1.772195426957181e-05,1.835154371850464e-05,1.899008636578504e-05,1.9637402669549802e-05,2.0293326138948625e-05,2.0957701764647647e-05,2.163038469391508e-05,2.2311239105303323e-05,2.3000137247292904e-05,2.3696958612477234e-05,2.4401589224457816e-05,2.511392101899839e-05,2.5833851304435536e-05,2.6561282289071294e-05,2.7296120665451973e-05,2.803827724319252e-05,2.8787666623405786e-05,2.954420690894735e-05,3.0307819445619578e-05,3.107842859023911e-05,3.185596150210389e-05,3.264034795491906e-05,3.343152016666942e-05,3.4229412645286464e-05,3.5033962048270103e-05,3.5845107054662694e-05,3.666278824800508e-05
64,piMenc,1.9824372823047796e-06,2.057196672021423e-06,2.1331519683106756e-06,2.2102739388016823e-06,2.2885358865891416e-06,2.367913302032046e-06,2.448383574983586e-06,2.5299257552307814e-06,2.612520351696502e-06,2.6961491630389627e-06,2.780795133861275e-06,2.866442231948542e-06,2.9530753428790977e-06,3.040680179076337e-06,3.1292432009312048e-06,3.2187515480691297e-06,3.309192979186151e-06,3.4005558191590444e-06,3.492828912359876e-06,3.586001581285297e-06,3.6800635897587773e-06,3.7750051100837546e-06,3.870816693623327e-06,3.967489244363173e-06,4.065013995081522e-06,4.163382485804887e-06,4.2625865442745276e-06,4.362618268188523e-06,4.4634700090148185e-06,4.565134357200292e-06
