,Star Name,Star RA,Star Dec,Planet Name,Transit Mid Time,Transit Duration [hrs],Planet Period [days],Priority,Immediate Followup,Transit Observations,Phase Curve Observations,Known,Observe Transit,Observe Phase Curve
710,TOI-3686,36.900563,59.952721,TOI-3686.01,2459884.347,3.6413963,5.0778064,35,0,1,1,0,1,0
711,TOI-3688A,39.2823371,54.8512152,TOI-3688Ab,2459108.051,3.482,3.246075,22,0,2,1,1,1,0
712,TOI-3693,15.6543938,51.3038918,TOI-3693b,2458806.682,3.5568,9.088516,15,0,1,1,1,1,0
713,TOI-3699,60.937413,50.236205,TOI-3699.01,2459912.279,2.7491505,3.0423931,34,0,1,1,0,1,0
714,TOI-3701,60.362935,49.265249,TOI-3701.01,2459911.333,2.5821706,4.2605739,19,0,2,1,0,1,0
715,TOI-3702,49.102399,58.287744,TOI-3702.01,2459907.098,1.07,2.2842184,11,0,2,1,0,1,0
716,TOI-3703,76.092396,44.334107,TOI-3703.01,2459913.344,4.2565839,3.8895137,35,0,1,1,0,1,0
717,TOI-3706,76.825224,59.729551,TOI-3706.01,2459910.873,3.7808822,4.3701795,19,0,2,1,0,1,0
718,TOI-371,8.923918,-50.316967,TOI-371.01,2459088.521,2.277,3.48139,10,0,3,6,0,1,0
719,TOI-3714,69.5523415,39.4580035,TOI-3714b,2458840.509,1.66,2.154849,16,0,1,1,1,0,1
720,TOI-3715,88.890851,39.126519,TOI-3715.01,2459912.371,2.3649813,2.4713543,72,0,1,1,0,1,0
721,TOI-3716,68.005803,36.012476,TOI-3716.01,2458832.542,6.711,6.0985856,1091,0,1,1,0,1,0
722,TOI-3719,63.286661,54.572095,TOI-3719.01,2459911.032,1.5952613,1.2222265,33,0,4,1,0,0,1
723,TOI-3720,60.696633,39.041323,TOI-3720.01,2459913.321,1.7442136,4.7378265,37,0,4,1,0,1,0
724,TOI-3726,77.298277,38.228572,TOI-3726.01,2459912.831,2.6872717,4.841688,26,0,1,1,0,1,0
725,TOI-3735,55.590143,58.295332,TOI-3735.01,2459912.078,3.9579058,3.3526843,25,0,2,1,0,1,0
726,TOI-3737,72.427173,35.301657,TOI-3737.01,2459912.416,4.204,5.5609997,37,0,1,1,0,1,0
727,TOI-3738,88.985589,34.265809,TOI-3738.01,2459912.781,4.6013867,4.3847509,28,0,1,1,0,1,0
728,TOI-3743,58.490945,58.748105,TOI-3743.01,2458840.233,2.553,2.1186344,10,0,1,6,0,1,0
729,TOI-3745,65.615413,46.536011,TOI-3745.01,2458838.18,2.674,1.6883103,13,0,2,2,0,1,0
730,TOI-3749,68.539495,32.806951,TOI-3749.01,2459911.347,2.798,1.8751894,26,0,3,1,0,0,1
731,TOI-3758,41.323613,69.106259,TOI-3758.01,2459736.687,3.415,3.4177514,33,0,1,1,0,1,0
732,TOI-3763,57.947685,47.149894,TOI-3763.01,2459910.768,3.2004171,2.0042661,38,0,1,1,0,0,1
733,TOI-3764,48.791209,66.597657,TOI-3764.01,2459911.46,2.4724722,6.5718534,13,0,3,1,0,1,0
734,TOI-3765,57.511805,46.681042,TOI-3765.01,2459913.048,3.3502554,3.1479532,42,0,1,1,0,1,0
735,TOI-3767,69.488129,52.71623,TOI-3767.01,2459912.435,4.052327,2.391269,55,0,1,1,0,1,0
736,TOI-3768,83.379462,45.081717,TOI-3768.01,2459911.275,2.6629308,2.1803154,27,0,2,1,0,1,0
737,TOI-3769,54.82405,52.824649,TOI-3769.01,2458821.028,3.972,10.3380912,32,0,1,1,0,1,0
738,TOI-3772,86.04348,36.080653,TOI-3772.01,2459912.317,2.1905198,4.1689145,10,0,2,3,0,1,0
739,TOI-3773,61.496952,51.724323,TOI-3773.01,2459912.939,2.1699793,2.9508097,28,0,3,1,0,1,0
740,TOI-3785,130.9002258,63.0780768,TOI-3785b,2458861.496,1.7,4.6747373,13,0,1,19,1,1,0
741,TOI-3788,94.432577,54.381306,TOI-3788.01,2458863.846,3.061,3.0923729,36,0,2,1,0,1,0
742,TOI-3791,295.387706,56.217805,TOI-3791.01,2459827.042,2.017,3.1833919,29,0,3,1,0,1,0
743,TOI-3792,102.599479,48.944982,TOI-3792.01,2458867.81,1.109,0.7729066,10,0,4,2,0,0,1
744,TOI-3799,114.188526,44.051536,TOI-3799.01,2459605.775,2.9678542,8.2064867,12,0,2,1,0,1,0
745,TOI-3800,103.276084,39.132278,TOI-3800.01,2458866.227,2.35,1.6667559,11,0,3,3,0,1,0
746,TOI-3807,139.1125648,69.0741284,TOI-3807b,2459218.135,1.78,2.8989727,43,0,1,1,1,1,0
747,TOI-3809,100.288738,48.861378,TOI-3809.01,2458867.347,2.728,3.6346303,18,0,2,1,0,1,0
748,TOI-3815,109.358531,49.840082,TOI-3815.01,2459604.924,4.437,4.8709815,34,0,1,1,0,1,0
749,TOI-3822,104.603337,59.972981,TOI-3822.01,2459601.359,2.7145235,3.1235179,23,0,2,1,0,1,0
750,TOI-3826,149.876935,36.99245,TOI-3826.01,2459632.217,3.333,4.9807125,24,0,1,1,0,1,0
751,TOI-3835,144.395927,28.24536,TOI-3835.01,2459633.636,1.829,1.3460633,33,0,2,1,0,0,1
752,TOI-3842,133.977629,30.990348,TOI-3842.01,2458895.099,2.557,3.6566206,21,0,2,1,0,1,0
753,TOI-3856,145.222922,27.950158,TOI-3856.01,2459631.885,1.513,2.0436029,36,0,3,1,0,0,1
754,TOI-3862,185.900563,50.544625,TOI-3862.01,2459662.739,1.272,1.5574603,12,0,2,2,0,1,0
755,TOI-3876,193.898669,57.141015,TOI-3876.01,2459659.911,2.572,6.5846694,14,0,2,1,0,1,0
756,TOI-3879,184.624586,34.897976,TOI-3879.01,2459656.345,2.547,4.8104679,10,0,3,13,0,1,0
757,TOI-3882,183.961977,47.427994,TOI-3882.01,2458924.544,2.282,2.071333,11,0,3,3,0,1,0
758,TOI-3889,180.258934,55.846201,TOI-3889.01,2459635.026,2.15,2.5228506,26,0,2,1,0,1,0
759,TOI-3894,201.374827,52.768104,TOI-3894.01,2459657.955,3.336,4.3345378,30,0,2,1,0,1,0
760,TOI-3907,231.249864,57.815109,TOI-3907.01,2459714.521,2.035,1.7213564,16,0,7,1,0,0,1
761,TOI-3910,223.609501,59.101988,TOI-3910.01,2459686.227,2.437,5.7158895,16,0,3,1,0,1,0
762,TOI-3912,215.8014956,24.0765639,TOI-3912b,2459442.819,3.557,3.4936264,22,0,1,1,1,1,0
763,TOI-3913,218.874035,48.083929,TOI-3913.01,2459687.087,1.185,4.0384773,11,0,3,3,0,1,0
764,TOI-3915,205.488716,17.300066,TOI-3915.01,2459688.492,2.175,2.2012625,30,0,1,1,0,1,0
765,TOI-392,46.93171,0.860922,TOI-392.01,2459169.814,1.357,0.8490649,75,0,1,1,0,0,1
766,TOI-3927,342.661461,60.770111,TOI-3927.01,2459902.273,3.108,4.4921154,21,0,2,1,0,1,0
767,TOI-3929,346.474955,67.188469,TOI-3929.01,2459909.656,3.608,3.4608812,35,0,1,1,0,1,0
768,TOI-3933,347.967961,56.862096,TOI-3933.01,2459881.42,2.409,1.97549,24,0,3,1,0,0,1
769,TOI-3937,334.133015,66.860571,TOI-3937.01,2459853.683,1.9912433,1.6923573,27,0,3,1,0,0,1
770,TOI-3941,356.407097,55.225972,TOI-3941.01,2459880.907,2.842,2.8817718,26,0,2,1,0,1,0
771,TOI-3946,334.013781,61.05756,TOI-3946.01,2458972.761,3.039,5.7033411,20,0,2,1,0,1,0
772,TOI-3952,323.15288,67.911948,TOI-3952.01,2459907.77,3.06,2.9897732,45,0,1,1,0,1,0
773,TOI-3955,346.156393,56.731648,TOI-3955.01,2459855.877,2.5279159,3.1278013,33,0,1,1,0,1,0
774,TOI-3965,349.095834,64.72187,TOI-3965.01,2459884.451,5.3995956,4.7242175,36,0,1,1,0,1,0
775,TOI-3972,9.305074,61.205097,TOI-3972.01,2459892.729,3.1268699,10.510324,19,0,2,1,0,1,0
776,TOI-3976A,224.3560083,44.2743223,TOI-3976Ab,2459011.158,4.517,6.607662,15,0,1,1,1,1,0
777,TOI-3998,7.636991,56.331467,TOI-3998.01,2459880.386,1.746,1.81451,34,0,3,1,0,0,1
778,TOI-4000,0.974631,64.77632,TOI-4000.01,2459879.949,3.572,3.7027104,49,0,1,1,0,1,0
779,TOI-4007,23.655685,62.325517,TOI-4007.01,2459883.265,3.6521061,4.5431872,24,0,2,1,0,1,0
780,TOI-4010,20.2148196,66.0722009,TOI-4010b,2459007.549,1.77,1.348335,10,0,4,15,1,1,0
781,TOI-4010,20.2148196,66.0722009,TOI-4010c,2459000.052,2.77,5.414654,11,0,1,6,1,1,0
782,TOI-4010,20.2148196,66.0722009,TOI-4010d,2458985.985,3.6,14.70886,10,0,2,26,1,1,0
783,TOI-4015,53.419992,68.612667,TOI-4015.01,2459738.474,3.115,4.7427131,56,0,1,1,0,1,0
784,TOI-4016,5.277959,66.832344,TOI-4016.01,2459909.098,1.29,1.8137851,10,0,4,12,0,1,0
785,TOI-4028,355.230606,69.974452,TOI-4028.01,2459884.286,2.42,3.9589142,22,0,2,1,0,1,0
786,TOI-4029,239.233719,16.980285,TOI-4029.01,2459711.649,3.622,5.8850401,10,0,1,3,0,1,0
787,TOI-4034,335.146984,71.767346,TOI-4034.01,2459853.88,2.949,1.8020923,37,0,1,1,0,0,1
788,TOI-4074,29.423373,63.90459,TOI-4074.01,2459906.212,3.2,3.2175013,36,0,1,1,0,1,0
789,TOI-4079,19.980843,64.538054,TOI-4079.01,2459882.628,2.486,1.9872259,50,0,1,1,0,0,1
790,TOI-4087,217.9257785,83.3727061,TOI-4087b,2459244.566,2.9842,3.1774835,29,0,1,1,1,1,0
791,TOI-4090,278.232233,39.637997,TOI-4090.01,2459771.718,2.043,3.177514,10,0,3,10,0,1,0
792,TOI-4103,289.751203,82.875584,TOI-4103.01,2459754.904,3.532,12.2740928,14,0,2,1,0,1,0
793,TOI-4104,277.717657,19.796009,TOI-4104.01,2459766.722,3.323,2.3757662,27,0,2,1,0,1,0
794,TOI-4109,246.36791,66.351585,TOI-4109.01,2459746.881,2.327,12.320331,10,0,3,107,0,1,0
795,TOI-4121,267.707093,16.774858,TOI-4121.01,2459768.022,2.646,2.8622679,48,0,1,1,0,1,0
796,TOI-4124,279.258065,14.206599,TOI-4124.01,2459762.989,2.877,3.4138019,57,0,1,1,0,1,0
797,TOI-4125,109.305384,70.780189,TOI-4125.01,2459600.068,3.4748078,4.7155974,20,0,2,1,0,1,0
798,TOI-4128,128.261476,82.024762,TOI-4128.01,2459911.959,2.088,1.9795413,10,0,3,6,0,1,0
799,TOI-4129,281.527275,46.248566,TOI-4129.01,2459744.309,1.459,3.2724973,11,0,1,4,0,1,0
800,TOI-4145A,39.4297435,80.2673838,TOI-4145Ab,2458925.882,2.106,4.0664428,26,0,1,1,1,1,0
801,TOI-4153,335.39347,82.216079,TOI-4153.01,2459912.598,4.5173138,4.6174254,42,0,1,1,0,1,0
802,TOI-4162,290.391821,73.350122,TOI-4162.01,2459737.854,5.275,4.3744258,35,0,1,1,0,1,0
803,TOI-4170,337.594234,77.865504,TOI-4170.01,2459738.853,3.151,2.190225,31,0,2,1,0,1,0
804,TOI-4173,175.198472,79.612558,TOI-4173.01,2459942.653,3.809,8.2713274,12,0,2,1,0,1,0
805,TOI-4176,202.001393,-29.791077,TOI-4176.01,2459328.306,3.1,3.2089372,98,0,1,1,0,1,0
806,TOI-4177,188.565163,-35.05366,TOI-4177.01,2460065.353,3.866,3.6928289,50,0,1,1,0,1,0
807,TOI-4179,202.416161,-16.555127,TOI-4179.01,2459330.927,3.113,2.5485772,10,0,1,7,0,1,0
808,TOI-4180,136.91925,-50.640231,TOI-4180.01,2459989.162,1.0,1.5954319,12,0,2,1,0,0,1
809,TOI-4194,22.26623,-8.17935,TOI-4194.01,2458404.823,1.169,1.0432995,10,0,3,2,0,0,1
810,TOI-4196,16.001037,-31.68549,TOI-4196.01,2458404.327,2.985,3.125924,32,0,1,1,0,1,0
811,TOI-4197,62.022558,-12.332383,TOI-4197.01,2458456.806,1.845,3.9017499,14,0,4,1,0,1,0
812,TOI-4199,99.039982,6.472367,TOI-4199.01,2458487.707,4.511,4.4466179,33,0,1,1,0,1,0
813,TOI-4204,86.905182,4.382898,TOI-4204.01,2458484.978,3.269,3.9592516,13,0,2,1,0,1,0
814,TOI-4209,86.682021,3.98974,TOI-4209.01,2458489.687,1.227,0.8631737,21,0,17,1,0,0,1
815,TOI-4218,118.791369,-22.611009,TOI-4218.01,2458514.634,3.503,2.6269521,28,0,1,1,0,1,0
816,TOI-421,81.8532824,-14.2767404,TOI-421b,2458441.285,1.107,5.19672,10,0,2,16,1,1,0
