,Star Name,Star RA,Star Dec,Planet Name,Transit Mid Time,Transit Duration [hrs],Planet Period [days],Priority,Immediate Followup,Transit Observations,Phase Curve Observations,Known,Observe Transit,Observe Phase Curve
0,55Cnc,133.1468373,28.3298154,55Cnce,2455568.027,1.596,0.73654625,28,0,1,1,1,0,1
1,AUMic,311.2911369,-31.34245,AUMicb,2458525.041,3.4927,8.463,76,0,1,1,1,1,0
2,CoRoT-2,291.7770457,1.3836634,CoRoT-2b,2454237.536,2.26704,1.74299705,75,0,2,1,1,0,1
3,DSTucA,354.9154673,-69.196043,DSTucAb,2458332.31,3.1764,8.138268,26,0,1,1,1,1,0
4,EPIC211945201,136.5741931,19.4020565,EPIC211945201b,2458113.94,3.91,19.4921498,10,0,1,7,1,1,0
5,G9-40,134.7188514,21.0747961,G9-40b,2458497.777,1.3368,5.7459996,10,0,2,287,1,1,0
6,GJ1252,306.9286462,-56.4622865,GJ1252b,2458668.097,0.724,0.5182464,10,0,1,18,1,1,0
7,GJ3090,20.4384281,-46.7147234,GJ3090b,2458370.418,1.281,2.853136,15,0,1,21,1,1,0
8,GJ3473,120.5936065,3.3371629,GJ3473b,2458492.204,0.95,1.1980035,10,0,2,113,1,1,0
9,GJ357,144.0074644,-21.6650634,GJ357b,2459272.676,1.291,3.930623,13,0,1,145,1,1,0
10,GJ367,146.121464,-45.7790165,GJ367b,2458544.136,0.629,0.321962,10,0,1,15,1,1,0
11,GJ3929,239.5775678,35.4081141,GJ3929b,2458956.396,1.19,2.616235,10,0,2,268,1,1,0
12,GJ806,311.2697002,44.5002351,GJ806b,2459445.574,0.93,0.9263237,17,0,1,8,1,1,0
13,GJ9827,351.7717763,-1.2853435,GJ9827b,2457738.826,1.25976,1.2089749,10,0,1,10,1,1,0
14,GJ9827,351.7717763,-1.2853435,GJ9827c,2457742.199,1.8264,3.6481145,10,0,3,121,1,1,0
15,GJ9827,351.7717763,-1.2853435,GJ9827d,2457740.961,1.2264,6.20147,10,0,2,42,1,1,0
16,GPX-1,38.3691648,56.025708,GPX-1b,2458770.238,2.09,1.744579,36,0,421,1,1,0,1
17,HAT-P-11,297.7101763,48.0818635,HAT-P-11b,2454605.891,2.2968,4.88780201,20,0,1,1,1,1,0
18,HAT-P-12,209.3886452,43.49331,HAT-P-12b,2454419.196,2.3376,3.21305762,27,0,1,1,1,1,0
19,HAT-P-13,129.8823772,47.3519076,HAT-P-13b,2454779.93,3.228,2.91624268,44,0,1,1,1,1,0
20,HAT-P-17,324.5359781,30.4881882,HAT-P-17b,2454801.169,4.056,10.33853522,21,0,1,1,1,1,0
21,HAT-P-18,256.346376,33.0123251,HAT-P-18b,2454715.022,2.7144,5.50802941,27,0,1,1,1,1,0
22,HAT-P-19,9.5165832,34.7114025,HAT-P-19b,2455091.534,2.8368,4.00878423,24,0,1,1,1,1,0
23,HAT-P-1,344.4453632,38.674919,HAT-P-1b,2453979.932,2.85,4.46529913,58,0,1,1,1,1,0
24,HAT-P-22,155.6814593,50.1287115,HAT-P-22b,2454930.22,2.8704,3.21223218,72,0,1,1,1,1,0
25,HAT-P-23,306.1239076,16.7621462,HAT-P-23b,2454852.265,2.1792,1.212886397,53,0,3,1,1,0,1
26,HAT-P-24,108.8251171,14.2626064,HAT-P-24b,2455216.977,3.6936,3.35524439,28,0,1,1,1,1,0
27,HAT-P-25,48.4354731,25.1973548,HAT-P-25b,2450000.0,2.81304,3.65281524,19,0,1,1,1,1,0
28,HAT-P-26,213.1565508,4.0594175,HAT-P-26b,2455304.651,2.4552,4.2345002,21,0,1,2,1,1,0
29,HAT-P-27,222.7673221,5.9473626,HAT-P-27b,2455407.909,1.68,3.03957804,23,0,1,1,1,1,0
30,HAT-P-28,13.0009159,34.728402,HAT-P-28b,2455417.598,3.2184,3.25721296,21,0,1,1,1,1,0
31,HAT-P-29,33.1310921,51.7787754,HAT-P-29b,2456170.549,3.8928,5.7233685,18,0,2,1,1,1,0
32,HAT-P-30,123.9498431,5.8368669,HAT-P-30b,2455456.466,2.1288,2.81060097,63,0,1,1,1,1,0
33,HAT-P-32,31.0427614,46.6878512,HAT-P-32b,2455867.403,3.12048,2.150008197,119,0,1,1,1,1,0
34,HAT-P-35,123.250703,4.7870288,HAT-P-35b,2455578.661,3.936,3.6466584,23,0,2,1,1,1,0
35,HAT-P-36,188.2662048,44.9153672,HAT-P-36b,2456698.736,2.23248,1.327346813,55,0,2,1,1,0,1
36,HAT-P-37,284.2960393,51.2691212,HAT-P-37b,2455642.143,2.3304,2.79744256,19,0,3,1,1,1,0
37,HAT-P-38,35.3834942,32.2460441,HAT-P-38b,2455863.12,3.0408,4.64032787,10,0,1,1,1,1,0
38,HAT-P-39,113.7582526,17.8300283,HAT-P-39b,2455208.75,4.188,3.5438737,27,0,1,1,1,1,0
39,HAT-P-3,206.0940142,48.028565,HAT-P-3b,2454856.701,2.075,2.89973815,21,0,1,1,1,1,0
40,HAT-P-40,335.5129199,45.4573423,HAT-P-40b,2455813.176,6.1368,4.4572184,44,0,1,1,1,1,0
41,HAT-P-41,297.3226523,4.6724124,HAT-P-41b,2454983.862,4.0896,2.69404968,72,0,1,1,1,1,0
42,HAT-P-43,128.9256885,10.2065866,HAT-P-43b,2455997.371,3.2496,3.33268054,17,0,1,1,1,1,0
43,HAT-P-44,213.1438604,47.0147826,HAT-P-44b,2455696.937,3.1248,4.30119043,17,0,1,1,1,1,0
44,HAT-P-45,274.3732697,-3.3810594,HAT-P-45b,2455729.986,3.4464,3.12899506,52,0,1,1,1,1,0
45,HAT-P-46,270.4441831,-2.97098,HAT-P-46b,2455701.336,3.0984,4.46313574,33,0,1,1,1,1,0
46,HAT-P-49,305.4413294,26.6926759,HAT-P-49b,2456399.624,4.1088,2.69155536,57,0,1,1,1,1,0
47,HAT-P-4,229.99122,36.229545,HAT-P-4b,2454248.872,4.224,3.05652301,36,0,1,1,1,1,0
48,HAT-P-51,21.0651251,32.8107,HAT-P-51b,2456194.122,3.3672,4.21802122,17,0,1,1,1,1,0
49,HAT-P-55,264.2735096,25.7311468,HAT-P-55b,2456730.835,2.9352,3.58523207,15,0,2,1,1,1,0
50,HAT-P-56,100.8480137,27.2521823,HAT-P-56b,2456553.616,2.27112,2.790825,58,0,2,1,1,1,0
51,HAT-P-58,68.8465093,56.8682691,HAT-P-58b,2457369.031,4.15,4.0138379,25,0,1,1,1,1,0
52,HAT-P-5,274.4055335,36.6214617,HAT-P-5b,2454241.777,2.9208,2.78847323,36,0,1,1,1,1,0
53,HAT-P-60,28.2825719,52.0539209,HAT-P-60b,2458360.94,5.035,4.7947813,80,0,1,1,1,1,0
54,HAT-P-61,75.4801665,50.1311784,HAT-P-61b,2457851.211,1.658,1.90231289,16,0,10,1,1,0,1
55,HAT-P-62,74.5043816,48.3008551,HAT-P-62b,2457118.39,3.103,2.64532306,22,0,2,1,1,1,0
56,HAT-P-64,68.9743955,2.4312732,HAT-P-64b,2457751.464,4.925,4.007232,35,0,1,1,1,1,0
57,HAT-P-65,315.9054895,11.9893675,HAT-P-65b,2456409.333,4.3656,2.60544724,40,0,1,1,1,1,0
58,HAT-P-67,256.6107279,44.7768849,HAT-P-67b,2455961.385,6.9888,4.8101042,90,0,1,1,1,1,0
59,HAT-P-68,118.4831501,23.9382192,HAT-P-68b,2456614.204,2.0868,2.29840555,20,0,1,1,1,1,0
60,HAT-P-6,354.7740917,42.4659866,HAT-P-6b,2454035.676,3.5064,3.85299668,49,0,1,1,1,1,0
61,HAT-P-8,343.0414932,35.4471778,HAT-P-8b,2454437.676,3.8088,3.07634347,75,0,1,1,1,1,0
62,HAT-P-9,110.1685157,37.1405946,HAT-P-9b,2455484.913,3.36,3.92281131,28,0,1,1,1,1,0
63,HATS-13,316.9614798,-26.0967205,HATS-13b,2456340.317,2.63472,3.04405362,17,0,1,1,1,1,0
64,HATS-1,175.5252399,-23.3548451,HATS-1b,2455241.287,2.4168,3.4464563,35,0,3,1,1,1,0
65,HATS-25,207.9076746,-23.7812403,HATS-25b,2456870.369,3.204,4.29864716,17,0,1,1,1,1,0
66,HATS-26,144.9268593,-28.5856004,HATS-26b,2456867.423,5.2152,3.3023928,29,0,1,1,1,1,0
67,HATS-27,193.5524603,-46.5877159,HATS-27b,2457029.337,4.8312,4.6370496,19,0,1,1,1,1,0
68,HATS-29,285.0965172,-54.8933408,HATS-29b,2457031.956,3.2112,4.6058787,20,0,1,1,1,1,0
69,HATS-2,176.7388264,-22.5630097,HATS-2b,2455954.586,2.0688,1.354133683,30,0,3,1,1,0,1
70,HATS-30,5.618525,-59.9425892,HATS-30b,2456629.762,2.7504,3.17435131,25,0,1,1,1,1,0
71,HATS-31,191.7028214,-24.4273897,HATS-31b,2456960.148,4.5936,3.3779344,27,0,1,1,1,1,0
72,HATS-35,296.688442,-63.5656488,HATS-35b,2456981.802,3.1176,1.82100088,41,0,1,1,1,0,1
73,HATS-37A,199.80183,-22.9868431,HATS-37Ab,2458006.801,2.9136,4.3315366,11,0,1,3,1,1,0
74,HATS-38,154.2710615,-25.2762982,HATS-38b,2457725.16,3.216,4.375021,10,0,1,3,1,1,0
75,HATS-39,112.4192251,-29.9379163,HATS-39b,2457315.283,3.732,4.5776335,20,0,1,1,1,1,0
76,HATS-3,312.4574879,-24.4286938,HATS-3b,2456155.967,3.5856,3.54785091,35,0,1,1,1,1,0
77,HATS-51,102.8474248,-29.0586551,HATS-51b,2457042.004,3.3216,3.34886782,32,0,1,1,1,1,0
78,HATS-52,140.0875894,-31.2692116,HATS-52b,2456929.03,2.0904,1.36665617,33,0,5,1,1,0,1
79,HATS-56,180.165072,-45.7994559,HATS-56b,2457788.003,4.6416,4.3247662,39,0,1,1,1,1,0
80,HATS-5,67.2228465,-21.4820568,HATS-5b,2456273.791,2.9856,4.76338959,13,0,1,1,1,1,0
81,HATS-60,341.3640336,-14.9917747,HATS-60b,2458015.724,3.8592,3.5608104,17,0,2,1,1,1,0
82,HATS-65,292.9397825,-26.7402021,HATS-65b,2457520.961,2.8848,3.10515933,33,0,1,1,1,1,0
83,HATS-70,109.1045212,-31.2443947,HATS-70b,2456911.875,3.624,1.88823968,18,0,615,1,1,0,1
84,HATS-72,339.0258401,-17.0003046,HATS-72b,2458087.648,3.08472,7.3279496,19,0,1,3,1,1,0
85,HATS-7,208.8567465,-21.2078587,HATS-7b,2456528.297,2.2992,3.1853109,10,0,2,4,1,1,0
86,HATS-9,290.8101704,-20.1663771,HATS-9b,2456124.259,3.4968,1.915311,14,0,7,1,1,0,1
87,HD106315,183.4724742,-0.3934357,HD106315c,2457569.017,4.638,21.056614,10,0,1,9,1,1,0
88,HD108236,186.5740627,-51.3630519,HD108236d,2458571.337,3.734,14.175876,10,0,2,32,1,1,0
89,HD108236,186.5740627,-51.3630519,HD108236e,2458586.568,4.013,19.590186,10,0,1,30,1,1,0
90,HD110067,189.8392243,20.0273377,HD110067b,2459640.158,3.0948,9.113678,11,0,1,16,1,1,0
91,HD110067,189.8392243,20.0273377,HD110067c,2459657.457,3.7044,13.673694,10,0,1,21,1,1,0
92,HD110067,189.8392243,20.0273377,HD110067d,2459708.203,3.8177,20.519617,14,0,1,22,1,1,0
93,HD110067,189.8392243,20.0273377,HD110067f,2459641.576,5.165,41.05854,17,0,1,128,1,1,0
94,HD149026,247.6229827,38.3475349,HD149026b,2454456.788,3.24,2.8758885,69,0,1,1,1,1,0
95,HD152843,253.7848853,20.491524,HD152843b,2458994.283,5.53,11.6264,10,0,1,9,1,1,0
96,HD152843,253.7848853,20.491524,HD152843c,2459002.771,6.359,24.38,12,0,1,3,1,1,0
97,HD15337,36.8678846,-27.6361171,HD15337c,2458414.55,2.232,17.1784,10,0,2,57,1,1,0
98,HD15906,38.2712534,-10.352178,HD15906c,2457430.83,2.19,21.583298,10,0,2,104,1,1,0
99,HD189733,300.1821223,22.7097759,HD189733b,2458334.991,1.8408,2.218574944,311,0,1,1,1,1,0
100,HD191939,302.0256247,66.8503014,HD191939b,2459443.542,2.939,8.880318,13,0,1,6,1,1,0
101,HD191939,302.0256247,66.8503014,HD191939c,2459440.549,4.162,28.57968,11,0,1,48,1,1,0
102,HD191939,302.0256247,66.8503014,HD191939d,2459433.906,5.36,38.3561,27,0,1,111,1,1,0
103,HD202772A,319.6995877,-26.6163743,HD202772Ab,2458338.61,5.6304,3.3088753,125,0,1,1,1,1,0
104,HD207496,328.7181708,-77.3388025,HD207496b,2458658.79,1.762,6.441008,11,0,1,9,1,1,0
105,HD219134,348.3372026,57.1696255,HD219134b,2457126.7,0.957,3.0929338,19,0,1,1,1,1,0
106,HD219666,349.5592665,-56.9039857,HD219666b,2459083.511,2.028,6.034468,10,0,2,19,1,1,0
107,HD23472,55.4590314,-62.7672667,HD23472c,2458370.104,2.94,29.79749,10,0,2,951,1,1,0
108,HD23472,55.4590314,-62.7672667,HD23472f,2458360.075,2.82,12.1621839,10,0,1,1116,1,1,0
109,HD260655,99.2915429,17.5662696,HD260655b,2459497.91,1.15,2.76953,13,0,1,25,1,1,0
110,HD260655,99.2915429,17.5662696,HD260655c,2459490.365,0.98,5.70588,12,0,1,41,1,1,0
111,HD3167,8.7401487,4.3807215,HD3167b,2458269.579,1.609,0.959641,10,0,2,6,1,1,0
112,HD3167,8.7401487,4.3807215,HD3167c,2457394.978,4.81,29.8454,10,0,1,113,1,1,0
113,HD332231,306.741134,33.7443882,HD332231b,2458729.68,6.156,18.7120712,32,0,1,1,1,1,0
114,HD63433,117.4793699,27.3631342,HD63433b,2458916.453,2.93,7.107939,12,0,1,4,1,1,0
115,HD63433,117.4793699,27.3631342,HD63433c,2458844.06,4.1,20.543806,13,0,1,10,1,1,0
116,HD63935,117.9246417,9.3852412,HD63935b,2458494.446,3.36,9.058811,10,0,1,7,1,1,0
117,HD73583,129.6883026,-13.2565267,HD73583b,2458703.234,2.08,6.398042,10,0,1,9,1,1,0
118,HD86226,149.1235154,-24.0991859,HD86226c,2458543.254,3.12,3.9846654,10,0,1,5,1,1,0
119,HD89345,154.6710977,10.1288464,HD89345b,2457913.805,5.7072,11.814417,13,0,1,2,1,1,0
120,HD93963A,162.7766969,25.641065,HD93963Ac,2458902.873,2.268,3.6451398,11,0,2,4,1,1,0
121,HD97658,168.6376584,25.7105962,HD97658b,2456361.805,2.9712,9.4893037,15,0,1,8,1,1,0
122,HIP65A,0.1856063,-54.8308228,HIP65Ab,2458326.104,0.78576,0.98097217,400,0,1,1,1,0,1
123,HIP67522,207.526001,-40.8358961,HIP67522b,2458604.024,4.822,6.959503,25,0,1,1,1,1,0
124,HIP94235,287.7411441,-60.2726358,HIP94235b,2459037.87,2.47,7.713057,10,0,1,5,1,1,0
125,K2-107,284.985355,-22.2934206,K2-107b,2457304.524,3.19,3.3139151,22,0,2,1,1,1,0
126,K2-138,348.9490311,-10.8497391,K2-138f,2457738.702,3.2,12.7576,13,0,1,317,1,1,0
127,K2-140,188.1373172,-9.6076115,K2-140b,2457588.285,3.81,6.5692045,15,0,2,1,1,1,0
128,K2-232,73.7667927,18.654323,K2-232b,2457858.857,5.03016,11.16844233,27,0,1,1,1,1,0
129,K2-237,253.7688479,-28.7105836,K2-237b,2457702.255,2.9278,2.18053435,59,0,1,1,1,1,0
130,K2-24,242.5734559,-24.9906029,K2-24b,2456905.795,5.48,20.8851,10,0,1,15,1,1,0
131,K2-24,242.5734559,-24.9906029,K2-24c,2456915.625,7.058,42.3633,34,0,1,12,1,1,0
132,K2-25,63.2739346,15.2477027,K2-25b,2458515.642,0.7637,3.48456248,10,0,4,62,1,1,0
133,K2-261,163.0323119,0.493167,K2-261b,2457976.642,5.138,11.6334758,13,0,1,2,1,1,0
134,K2-266,157.9356855,0.9372782,K2-266b,2457949.675,0.33336,0.658524,10,0,3,2,1,0,1
135,K2-29,62.670422,24.4016558,K2-29b,2457383.805,2.13,3.25883406,22,0,1,1,1,1,0
136,K2-30,52.3420548,22.2993491,K2-30b,2457063.807,2.355,4.09847804,19,0,1,1,1,1,0
137,K2-31,245.4405531,-23.548273,K2-31b,2457191.709,0.9816,1.25784887,72,0,2,1,1,0,1
138,K2-329,351.1353785,-5.1641451,K2-329b,2457773.157,3.621,12.4551225,10,0,2,6,1,1,0
139,K2-32,252.426008,-19.5430504,K2-32b,2456900.927,3.488,8.99183,13,0,1,10,1,1,0
140,K2-34,127.5787231,22.2359194,K2-34b,2457141.351,2.492,2.99563536,39,0,3,1,1,1,0
141,K2-36,169.4490102,3.8665038,K2-36c,2456812.84,1.3536,5.340888,10,0,2,30,1,1,0
142,KELT-10,284.5483823,-47.0033072,KELT-10b,2457066.72,3.744,4.1662541,59,0,1,1,1,1,0
143,KELT-11,161.7069053,-9.3993646,KELT-11b,2457483.431,7.1376,4.7362006,127,0,1,1,1,1,0
144,KELT-12,267.6404906,36.5701761,KELT-12b,2457083.66,5.7624,5.0316328,60,0,1,1,1,1,0
145,KELT-14,108.301409,-42.4097623,KELT-14b,2457091.029,2.1336,1.71005328,81,0,1,1,1,0,1
146,KELT-15,117.4149764,-52.1204471,KELT-15b,2457029.166,4.1256,3.329466,46,0,1,1,1,1,0
147,KELT-16,314.2685227,31.6610186,KELT-16b,2457247.248,2.4888,0.968992962,58,0,4,1,1,0,1
148,KELT-17,125.617407,13.7353093,KELT-17b,2457226.142,3.4752,3.08017985,107,0,1,1,1,1,0
149,KELT-18,216.5238248,59.4442735,KELT-18b,2457542.525,4.644,2.8716995,73,0,1,1,1,1,0
150,KELT-19A,111.5095293,7.6157759,KELT-19Ab,2457281.25,4.3944,4.6117361,113,0,1,1,1,1,0
151,KELT-1,0.3620995,39.3837953,KELT-1b,2450000.0,2.7624,1.21749415,58,0,489,1,1,0,1
152,KELT-20,294.6614126,31.2192001,KELT-20b,2457503.12,3.57552,3.47410042,285,0,1,1,1,1,0
153,KELT-21,304.8000322,32.5810446,KELT-21b,2457295.934,4.10544,3.61276958,57,0,1,1,1,1,0
154,KELT-23A,232.1466406,66.3587097,KELT-23Ab,2458140.379,2.38104,2.25528745,106,0,1,1,1,1,0
155,KELT-3,148.6431193,40.3879446,KELT-3b,2456034.295,3.1512,2.70338919,72,0,1,1,1,1,0
156,KELT-4A,157.06262,25.5731366,KELT-4Ab,2456190.302,3.46272,2.98958682,110,0,1,1,1,1,0
157,KELT-6,195.9818362,30.640145,KELT-6b,2456347.797,5.52,7.8456043,30,0,1,1,1,1,0
158,KELT-7,78.2955912,33.3179532,KELT-7b,2456355.23,3.5112,2.7347656,165,0,1,1,1,1,0
159,KELT-8,283.3054489,24.1272483,KELT-8b,2456883.48,3.4656,3.24408156,120,0,1,1,1,1,0
160,KELT-9,307.8598998,39.9389161,KELT-9b,2457095.686,3.91584,1.48111874,352,0,1,1,1,0,1
161,KOI-12,297.4537402,41.0110188,KOI-12b,2454979.596,6.788,17.8552276,18,0,1,1,1,1,0
162,KPS-1,165.167198,64.9638452,KPS-1b,2457508.37,1.68,1.70632513,25,0,4,1,1,0,1
163,Kepler-102,281.4824731,47.2078263,Kepler-102e,2454967.755,3.7236,16.14567193,10,0,2,534,1,1,0
164,Kepler-105,287.8872376,46.2761224,Kepler-105b,2454966.142,3.3,5.412203,11,0,1,16,1,1,0
165,Kepler-1517,287.8072115,43.1888008,Kepler-1517b,2454966.503,2.717,5.54608309,43,0,1,1,1,1,0
166,Kepler-18,298.0794448,44.746248,Kepler-18d,2455169.178,3.679,14.8589223,10,0,1,37,1,1,0
167,Kepler-447,285.2685283,48.5598835,Kepler-447b,2454970.26,1.135,7.79430304,30,0,2,1,1,1,0
168,Kepler-470,297.009436,50.3722829,Kepler-470b,2454965.864,7.03515,24.66919273,161,0,1,1,1,1,0
169,Kepler-63,289.2262876,49.5482814,Kepler-63b,2455010.843,2.903,9.43415035,10,0,1,6,1,1,0
170,L98-59,124.5328604,-68.3144658,L98-59b,2458366.171,0.992,2.2531154,21,0,1,221,1,1,0
171,L98-59,124.5328604,-68.3144658,L98-59c,2458367.274,1.346,3.6906716,16,0,1,85,1,1,0
172,L98-59,124.5328604,-68.3144658,L98-59d,2458362.74,0.84,7.450737,15,0,1,325,1,1,0
173,LHS1140,11.248632,-15.2741085,LHS1140c,2458389.294,1.1,3.7779329,10,0,1,1971,1,1,0
174,LHS1478,44.3388743,76.5514045,LHS1478b,2458786.754,0.705,1.9495378,10,0,2,131,1,1,0
175,LHS1678,68.1789866,-39.7908744,LHS1678b,2458998.156,0.801,0.8602322,10,0,1,335,1,1,0
176,LHS1678,68.1789866,-39.7908744,LHS1678c,2458998.456,1.23,3.694247,10,0,2,1284,1,1,0
177,LHS1678,68.1789866,-39.7908744,LHS1678d,2459000.458,1.0,4.9652229,10,0,3,2111,1,1,0
178,LHS3844,340.4962038,-69.1721081,LHS3844b,2458325.726,0.5212,0.46292964,10,0,1,13,1,1,0
179,LHS475,290.2379403,-82.5597883,LHS475b,2459822.376,0.725,2.029088,10,0,1,224,1,1,0
180,LP791-18,165.6904843,-16.4064445,LP791-18b,2458645.944,0.612,0.948005,10,0,2,330,1,1,0
181,LP791-18,165.6904843,-16.4064445,LP791-18c,2458771.055,1.167,4.9899054,10,0,1,782,1,1,0
182,LP791-18,165.6904843,-16.4064445,LP791-18d,2458772.162,0.9152,2.753436,10,0,2,4538,1,1,0
183,LTT1445A,45.4624781,-16.5944956,LTT1445Ab,2458423.426,1.3776,5.358777,22,0,1,117,1,1,0
184,LTT1445A,45.4624781,-16.5944956,LTT1445Ac,2458412.582,0.482,3.1239035,13,0,1,80,1,1,0
185,LTT3780,154.6449033,-11.717801,LTT3780b,2458543.913,0.818,0.768448,10,0,1,27,1,1,0
186,LTT3780,154.6449033,-11.717801,LTT3780c,2458546.848,1.392,12.252208,10,0,2,1357,1,1,0
187,MASCARA-1,317.5515264,10.7388967,MASCARA-1b,2458833.488,4.226,2.14878,174,0,1,1,1,1,0
188,MASCARA-4,147.5800667,-66.1139253,MASCARA-4b,2458505.817,3.96,2.8240759,166,0,1,1,1,1,0
189,NGTS-12,176.2499418,-35.640563,NGTS-12b,2458572.855,5.85,7.532806,12,0,1,1,1,1,0
190,NGTS-2,215.1227617,-31.2020698,NGTS-2b,2457759.126,4.651,4.511123,47,0,1,1,1,1,0
191,Qatar-10,284.4439052,69.5708373,Qatar-10b,2458247.907,2.772,1.64532652,42,0,1,1,1,0,1
192,Qatar-1,303.3818697,65.1623313,Qatar-1b,2456234.103,1.66104,1.420024443,44,0,2,1,1,0,1
193,Qatar-4,4.859275,44.0275965,Qatar-4b,2457637.774,2.1384,1.80536403,23,0,64,1,1,0,1
194,Qatar-6,222.2100773,22.1526136,Qatar-6b,2457784.033,1.5888,3.506195,38,0,1,1,1,1,0
195,Qatar-7,358.5151344,37.0218242,Qatar-7b,2458043.321,3.5784,2.03202332,40,0,2,1,1,1,0
196,Qatar-8,157.4123405,70.5270835,Qatar-8b,2458210.84,4.0272,3.7146458,36,0,1,1,1,1,0
197,Qatar-9,160.748095,60.9641194,Qatar-9b,2458227.756,1.8672,1.54077512,19,0,4,1,1,0,1
198,TOI-1007,112.752393,-4.463359,TOI-1007.01,2459247.931,3.953,6.9989206,50,0,1,1,0,1,0
199,TOI-1009,111.667845,-24.462111,TOI-1009.01,2459229.231,2.0065257,1.9600277,12,0,10,1,0,0,1
200,TOI-1019,120.147994,-54.878552,TOI-1019.01,2459232.447,3.7078139,5.2341008,98,0,1,1,0,1,0
201,TOI-1027,167.133275,-29.653135,TOI-1027.01,2460037.869,1.537,3.2834565,10,0,2,12,0,1,0
202,TOI-1027,167.133275,-29.653135,TOI-1027.02,2460032.533,2.715,11.02875,10,0,2,80,0,1,0
203,TOI-1027,167.133275,-29.653135,TOI-1027.03,2460032.573,1.024,5.0113292,10,0,5,40,0,1,0
204,TOI-1032,159.221506,-42.541639,TOI-1032.01,2459283.829,3.8087395,5.6643704,42,0,2,1,0,1,0
205,TOI-1036,157.867112,-42.240448,TOI-1036.01,2460037.172,2.952,3.7795212,11,0,1,1,0,1,0
206,TOI-1064,296.0039349,-47.5620305,TOI-1064c,2459043.513,2.37,12.226574,15,0,1,116,1,1,0
207,TOI-1080,276.368325,-52.214573,TOI-1080.01,2458654.06,0.987454,3.965347,10,0,3,1056,0,1,0
208,TOI-1085,77.605399,-59.535664,TOI-1085.01,2460041.175,4.341,3.2541181,33,0,1,1,0,1,0
209,TOI-1091,222.101134,-56.025931,TOI-1091.01,2459359.555,3.674,1.725841,63,0,1,1,0,0,1
210,TOI-1094,230.498827,-53.819601,TOI-1094.01,2459360.161,0.468,0.5971314,17,0,3,1,0,0,1
211,TOI-1095,133.968965,-75.926187,TOI-1095.01,2459387.422,1.779,1.4821401,28,0,14,1,0,0,1
212,TOI-1103,310.086743,-63.789963,TOI-1103.01,2459037.656,4.073,2.94308,37,0,1,1,0,1,0
213,TOI-1123,292.391505,-37.304009,TOI-1123.01,2458658.041,1.886,1.20928,103,0,1,1,0,0,1
214,TOI-1135,193.3963704,85.1294952,TOI-1135b,2459583.258,4.05,8.02773,22,0,1,1,1,1,0
215,TOI-1136,192.1848981,64.8552755,TOI-1136c,2458688.771,3.27,6.25725,10,0,2,12,1,1,0
216,TOI-1136,192.1848981,64.8552755,TOI-1136d,2458686.018,4.12,12.51937,11,0,1,5,1,1,0
217,TOI-1136,192.1848981,64.8552755,TOI-1136f,2458699.393,4.96,26.3162,10,0,1,31,1,1,0
218,TOI-1137,301.17768,30.409951,TOI-1137.01,2459770.241,1.6000996,1.3206356,41,0,2,1,0,0,1
219,TOI-1149,300.774016,26.892025,TOI-1149.01,2459770.331,2.3817612,2.3202418,134,0,1,1,0,1,0
220,TOI-1163,294.091757,19.639255,TOI-1163.01,2459441.801,2.6914319,3.0771612,151,0,1,1,0,1,0
221,TOI-1180,214.555774,82.193764,TOI-1180.01,2459950.326,2.443,9.686741,10,0,2,42,0,1,0
222,TOI-1181,297.2158166,64.3543506,TOI-1181b,2458684.406,4.057,2.103195,53,0,1,1,1,1,0
223,TOI-1184,272.20452,60.678785,TOI-1184.01,2459960.511,1.641,5.7484316,10,0,4,44,0,1,0
224,TOI-119,99.238421,-58.016153,TOI-119.01,2460189.428,2.467,5.5411114,10,0,3,35,0,1,0
225,TOI-1194,167.821481,69.964775,TOI-1194.01,2459632.288,1.317,2.3106444,25,0,1,1,0,1,0
226,TOI-1194,167.8214811,69.9647749,TOI-1194b,2459632.288,1.684,2.310644,23,0,2,1,1,1,0
227,TOI-1196,291.707693,17.808736,TOI-1196.01,2459785.498,2.517,5.5376617,37,0,2,1,0,1,0
228,TOI-1197,293.26832,15.736136,TOI-1197.01,2459787.132,4.744,4.5960377,51,0,1,1,0,1,0
229,TOI-1201,42.2476999,-14.5372835,TOI-1201b,2459169.232,1.747,2.4919726,10,0,1,33,1,1,0
230,TOI-1215,146.87585,-77.296816,TOI-1215.01,2458570.397,0.9678469,1.2124484,10,0,5,111,0,1,0
231,TOI-1224,37.197836,-80.899105,TOI-1224.01,2459363.917,1.7361547,4.1782736,10,0,3,166,0,1,0
232,TOI-1231,156.74726,-52.4678724,TOI-1231b,2458685.116,3.24,24.245586,11,0,1,694,1,1,0
233,TOI-1248,259.023592,63.105607,TOI-1248.01,2459768.44,2.2646707,4.3601536,12,0,1,2,0,1,0
234,TOI-1251,273.529238,62.858243,TOI-1251.01,2459759.179,2.951,5.9630544,15,0,2,1,0,1,0
235,TOI-1259A,282.1001665,79.2564761,TOI-1259Ab,2458686.701,2.4754,3.4779791,27,0,1,1,1,1,0
236,TOI-125,23.5934253,-66.6763495,TOI-125c,2458361.909,2.9544,9.154545,10,0,2,67,1,1,0
237,TOI-1263,309.353641,22.654366,TOI-1263.01,2459445.58,1.156,1.0228925,10,0,3,21,0,1,0
